EntropicMoment - momento q=0.500
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
47 | 0 | 1.250 | 1.92086e-02    | 1.48739e-06       | momentum
48 | 0 | 1.250 | 1.96593e-02    | 1.46936e-06       | momentum
49 | 0 | 1.250 | 1.96665e-02    | 1.47903e-06       | momentum
50 | 0 | 1.250 | 1.95932e-02    | 1.48567e-06       | momentum


EntropicMoment - momento (2e) q=0.500
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 0.500 | 4.45987e+02    | 8.88271e-05       | momentum
3  | 0 | 0.500 | 1.02870e+03    | 3.56416e-04       | momentum
4  | 0 | 0.500 | 1.92111e+03    | 1.35726e-03       | momentum
5  | 0 | 0.500 | 3.18418e+03    | 4.56376e-04       | momentum
6  | 0 | 0.500 | 4.83482e+03    | 4.88180e-03       | momentum
7  | 0 | 0.500 | 6.90147e+03    | 1.28347e-05       | momentum
8  | 0 | 0.500 | 9.39127e+03    | 1.44539e-04       | momentum
9  | 0 | 0.500 | 1.23510e+04    | 4.24359e-04       | momentum
10 | 0 | 0.500 | 1.58058e+04    | 3.32523e-03       | momentum
11 | 0 | 0.500 | 1.97251e+04    | 1.38024e-03       | momentum
12 | 0 | 0.500 | 2.41336e+04    | 5.44991e-03       | momentum
13 | 0 | 0.500 | 2.90564e+04    | 2.42002e-02       | momentum
14 | 0 | 0.500 | 3.45009e+04    | 1.22673e-03       | momentum
15 | 0 | 0.500 | 4.04785e+04    | 1.20443e-03       | momentum
16 | 0 | 0.500 | 4.69879e+04    | 1.47184e-03       | momentum
17 | 0 | 0.500 | 5.40559e+04    | 3.50710e-03       | momentum
18 | 0 | 0.500 | 6.16927e+04    | 4.08258e-02       | momentum
19 | 0 | 0.500 | 6.98678e+04    | 1.54569e-03       | momentum
20 | 0 | 0.500 | 7.85975e+04    | 7.73645e-03       | momentum
21 | 0 | 0.500 | 8.79415e+04    | 1.36421e-03       | momentum
22 | 0 | 0.500 | 9.78815e+04    | 6.47204e-02       | momentum
23 | 0 | 0.500 | 1.08423e+05    | 6.06315e-03       | momentum
24 | 0 | 0.500 | 1.19606e+05    | 4.76310e-03       | momentum
25 | 0 | 0.500 | 1.31344e+05    | 2.96780e-03       | momentum
26 | 0 | 0.500 | 1.43726e+05    | 6.84675e-03       | momentum
27 | 0 | 0.500 | 1.56744e+05    | 1.75463e-03       | momentum
28 | 0 | 0.500 | 1.70401e+05    | 2.51818e-03       | momentum
29 | 0 | 0.500 | 1.84727e+05    | 7.48381e-03       | momentum
30 | 0 | 0.500 | 1.99670e+05    | 1.90234e-02       | momentum
31 | 0 | 0.500 | 2.15279e+05    | 5.81578e-02       | momentum
32 | 0 | 0.500 | 2.31562e+05    | 7.27962e-02       | momentum
33 | 0 | 0.500 | 2.48519e+05    | 1.15147e-03       | momentum
34 | 0 | 0.500 | 2.66129e+05    | 5.15644e-03       | momentum
35 | 0 | 0.500 | 2.84423e+05    | 2.89228e-02       | momentum
36 | 0 | 0.500 | 3.03403e+05    | 2.91655e-02       | momentum
37 | 0 | 0.500 | 3.23032e+05    | 4.93710e-02       | momentum
38 | 0 | 0.500 | 3.43326e+05    | 1.12425e-01       | momentum
39 | 0 | 0.500 | 3.64348e+05    | 1.56630e-01       | momentum
40 | 0 | 0.500 | 3.86071e+05    | 2.39783e-01       | momentum
41 | 0 | 0.500 | 4.08535e+05    | 3.54616e-01       | momentum
42 | 0 | 0.500 | 4.31672e+05    | 4.36411e-01       | momentum
43 | 0 | 0.500 | 4.55469e+05    | 4.08734e-03       | momentum
44 | 0 | 0.500 | 4.80053e+05    | 7.45668e-03       | momentum
45 | 0 | 0.500 | 5.05323e+05    | 4.15583e-01       | momentum
46 | 0 | 0.500 | 5.31315e+05    | 2.96786e-01       | momentum
47 | 0 | 0.500 | 5.58038e+05    | 1.20255e-01       | momentum
48 | 0 | 0.500 | 5.85475e+05    | 4.67903e-01       | momentum
49 | 0 | 0.500 | 6.13643e+05    | 2.68856e-01       | momentum
50 | 0 | 0.500 | 6.42546e+05    | 2.58823e-02       | momentum


EntropicMoment - momento (2e) q=1.500
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 1.500 | 3.75596e-02    | 2.58384e-07       | momentum
3  | 0 | 1.500 | 5.45666e-02    | 1.45258e-06       | momentum
4  | 0 | 1.500 | 6.81999e-02    | 1.44757e-06       | momentum
5  | 0 | 1.500 | 3.68102e-02    | 1.31704e-06       | momentum
6  | 0 | 1.500 | 2.11567e-02    | 1.31466e-06       | momentum
7  | 0 | 1.500 | 1.31206e-02    | 1.41077e-06       | momentum
8  | 0 | 1.500 | 9.07575e-03    | 1.23825e-06       | momentum
9  | 0 | 1.500 | 6.43874e-03    | 1.44354e-06       | momentum
10 | 0 | 1.500 | 4.69394e-03    | 1.36695e-06       | momentum
11 | 0 | 1.500 | 7.14403e-03    | 1.43916e-06       | momentum
12 | 0 | 1.500 | 9.27321e-03    | 1.48228e-06       | momentum
13 | 0 | 1.500 | 8.52829e-03    | 1.48900e-06       | momentum
14 | 0 | 1.500 | 7.44914e-03    | 1.36949e-06       | momentum
15 | 0 | 1.500 | 6.42805e-03    | 1.46310e-06       | momentum
16 | 0 | 1.500 | 5.72769e-03    | 1.44389e-06       | momentum
17 | 0 | 1.500 | 5.03192e-03    | 1.48896e-06       | momentum
18 | 0 | 1.500 | 4.39974e-03    | 1.37544e-06       | momentum
19 | 0 | 1.500 | 5.79156e-03    | 1.44335e-06       | momentum
20 | 0 | 1.500 | 7.15900e-03    | 1.48576e-06       | momentum
21 | 0 | 1.500 | 5.82939e-03    | 1.47825e-06       | momentum
22 | 0 | 1.500 | 4.82239e-03    | 1.48000e-06       | momentum
23 | 0 | 1.500 | 4.03553e-03    | 1.48192e-06       | momentum
24 | 0 | 1.500 | 2.33271e-03    | 1.48769e-06       | momentum
25 | 0 | 1.500 | 2.90893e-03    | 1.44681e-06       | momentum
26 | 0 | 1.500 | 2.49938e-03    | 1.48944e-06       | momentum
27 | 0 | 1.500 | 2.16307e-03    | 1.48170e-06       | momentum
28 | 0 | 1.500 | 1.88414e-03    | 1.47262e-06       | momentum
29 | 0 | 1.500 | 1.21736e-03    | 1.44340e-06       | momentum
30 | 0 | 1.500 | 1.45434e-03    | 9.41066e-07       | momentum
31 | 0 | 1.500 | 1.48175e-03    | 1.40271e-06       | momentum
32 | 0 | 1.500 | 1.45818e-03    | 1.36710e-06       | momentum
33 | 0 | 1.500 | 1.41990e-03    | 1.35796e-06       | momentum
34 | 0 | 1.500 | 1.40851e-03    | 1.42911e-06       | momentum
35 | 0 | 1.500 | 1.37685e-03    | 1.30871e-06       | momentum
36 | 0 | 1.500 | 1.33393e-03    | 1.30285e-06       | momentum
37 | 0 | 1.500 | 1.71476e-03    | 1.42393e-06       | momentum
38 | 0 | 1.500 | 2.13455e-03    | 1.48231e-06       | momentum
39 | 0 | 1.500 | 1.91303e-03    | 1.38980e-06       | momentum
40 | 0 | 1.500 | 1.73450e-03    | 1.48054e-06       | momentum
41 | 0 | 1.500 | 1.20605e-03    | 1.44953e-06       | momentum
42 | 0 | 1.500 | 1.11079e-03    | 1.39172e-06       | momentum
43 | 0 | 1.500 | 1.33261e-03    | 1.47215e-06       | momentum
44 | 0 | 1.500 | 9.71691e-04    | 1.27765e-06       | momentum
45 | 0 | 1.500 | 9.09568e-04    | 1.43171e-06       | momentum
46 | 0 | 1.500 | 7.43353e-04    | 1.09227e-06       | momentum
47 | 0 | 1.500 | 7.99393e-04    | 1.40141e-06       | momentum
48 | 0 | 1.500 | 9.13175e-04    | 1.43370e-06       | momentum
49 | 0 | 1.500 | 9.33162e-04    | 1.40235e-06       | momentum
50 | 0 | 1.500 | 9.35901e-04    | 1.36175e-06       | momentum


EntropicMoment - momento (2e) q=1.000
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 1.000 | 1.00000e+00    | 1.15106e-06       | momentum
3  | 0 | 1.000 | 1.00000e+00    | 1.47526e-06       | momentum
4  | 0 | 1.000 | 1.00000e+00    | 1.48156e-06       | momentum
5  | 0 | 1.000 | 1.00000e+00    | 1.47122e-06       | momentum
6  | 0 | 1.000 | 1.00000e+00    | 1.43446e-06       | momentum
7  | 0 | 1.000 | 1.00000e+00    | 1.47075e-06       | momentum
8  | 0 | 1.000 | 1.00000e+00    | 1.13453e-06       | momentum
9  | 0 | 1.000 | 1.00000e+00    | 1.39866e-06       | momentum
10 | 0 | 1.000 | 1.00000e+00    | 1.20989e-06       | momentum
11 | 0 | 1.000 | 1.00000e+00    | 1.48579e-06       | momentum
12 | 0 | 1.000 | 1.00000e+00    | 1.37276e-06       | momentum
13 | 0 | 1.000 | 1.00000e+00    | 1.47783e-06       | momentum
14 | 0 | 1.000 | 1.00000e+00    | 1.32761e-06       | momentum
15 | 0 | 1.000 | 1.00000e+00    | 1.44531e-06       | momentum
16 | 0 | 1.000 | 1.00000e+00    | 1.46537e-06       | momentum
17 | 0 | 1.000 | 1.00000e+00    | 1.26666e-06       | momentum
18 | 0 | 1.000 | 1.00000e+00    | 1.48793e-06       | momentum
19 | 0 | 1.000 | 1.00000e+00    | 1.44950e-06       | momentum
20 | 0 | 1.000 | 1.00000e+00    | 1.47477e-06       | momentum
21 | 0 | 1.000 | 1.00000e+00    | 1.47633e-06       | momentum
22 | 0 | 1.000 | 1.00000e+00    | 1.48557e-06       | momentum
23 | 0 | 1.000 | 1.00000e+00    | 1.47987e-06       | momentum
24 | 0 | 1.000 | 1.00000e+00    | 1.48080e-06       | momentum
25 | 0 | 1.000 | 1.00000e+00    | 1.48201e-06       | momentum
26 | 0 | 1.000 | 1.00000e+00    | 1.48699e-06       | momentum
27 | 0 | 1.000 | 1.00000e+00    | 1.47103e-06       | momentum
28 | 0 | 1.000 | 1.00000e+00    | 1.46775e-06       | momentum
29 | 0 | 1.000 | 1.00000e+00    | 1.47384e-06       | momentum
30 | 0 | 1.000 | 1.00000e+00    | 1.43396e-06       | momentum
31 | 0 | 1.000 | 1.00000e+00    | 1.34757e-06       | momentum
32 | 0 | 1.000 | 1.00000e+00    | 1.38553e-06       | momentum
33 | 0 | 1.000 | 1.00000e+00    | 1.29926e-06       | momentum
34 | 0 | 1.000 | 1.00000e+00    | 1.47823e-06       | momentum
35 | 0 | 1.000 | 1.00000e+00    | 1.32956e-06       | momentum
36 | 0 | 1.000 | 1.00000e+00    | 1.30173e-06       | momentum
37 | 0 | 1.000 | 1.00000e+00    | 1.47727e-06       | momentum
38 | 0 | 1.000 | 1.00000e+00    | 1.46037e-06       | momentum
39 | 0 | 1.000 | 1.00000e+00    | 1.47622e-06       | momentum
40 | 0 | 1.000 | 1.00000e+00    | 1.46658e-06       | momentum
41 | 0 | 1.000 | 1.00000e+00    | 1.41577e-06       | momentum
42 | 0 | 1.000 | 1.00000e+00    | 1.41296e-06       | momentum
43 | 0 | 1.000 | 1.00000e+00    | 1.46682e-06       | momentum
44 | 0 | 1.000 | 1.00000e+00    | 1.33422e-06       | momentum
45 | 0 | 1.000 | 9.99999e-01    | 1.47657e-06       | momentum
46 | 0 | 1.000 | 1.00000e+00    | 1.46226e-06       | momentum
47 | 0 | 1.000 | 1.00000e+00    | 1.41493e-06       | momentum
48 | 0 | 1.000 | 1.00000e+00    | 1.44641e-06       | momentum
49 | 0 | 1.000 | 9.99990e-01    | 1.48198e-06       | momentum
50 | 0 | 1.000 | 1.00000e+00    | 1.46683e-06       | momentum


EntropicMoment - posicion (2e) q=0.750
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 0.750 | 4.97560e+00    | 1.45488e-06       | position
3  | 0 | 0.750 | 8.97789e+00    | 2.69868e-06       | position
4  | 0 | 0.750 | 1.02176e+01    | 2.54056e-06       | position
5  | 0 | 0.750 | 8.88816e+00    | 1.48801e-06       | position
6  | 0 | 0.750 | 7.32718e+00    | 1.03850e-05       | position
7  | 0 | 0.750 | 6.07825e+00    | 1.29868e-06       | position
8  | 0 | 0.750 | 5.27970e+00    | 1.23179e-06       | position
9  | 0 | 0.750 | 4.58493e+00    | 1.48904e-06       | position
10 | 0 | 0.750 | 4.00330e+00    | 1.37071e-06       | position
11 | 0 | 0.750 | 6.05077e+00    | 2.19850e-06       | position
12 | 0 | 0.750 | 6.57866e+00    | 4.69548e-06       | position
13 | 0 | 0.750 | 6.92684e+00    | 4.51188e-06       | position
14 | 0 | 0.750 | 6.61719e+00    | 2.51346e-06       | position
15 | 0 | 0.750 | 6.17146e+00    | 2.56954e-06       | position
16 | 0 | 0.750 | 5.83832e+00    | 7.46670e-06       | position
17 | 0 | 0.750 | 5.45417e+00    | 5.95806e-06       | position
18 | 0 | 0.750 | 5.07092e+00    | 3.19010e-06       | position
19 | 0 | 0.750 | 6.84281e+00    | 3.13790e-06       | position
20 | 0 | 0.750 | 7.30156e+00    | 1.50597e-06       | position
21 | 0 | 0.750 | 6.90210e+00    | 2.69852e-06       | position
22 | 0 | 0.750 | 6.49427e+00    | 4.58565e-06       | position
23 | 0 | 0.750 | 6.11475e+00    | 4.05499e-06       | position
24 | 0 | 0.750 | 5.22117e+00    | 4.20166e-06       | position
25 | 0 | 0.750 | 5.44034e+00    | 3.83642e-06       | position
26 | 0 | 0.750 | 5.15442e+00    | 2.05007e-06       | position
27 | 0 | 0.750 | 4.88739e+00    | 1.66226e-06       | position
28 | 0 | 0.750 | 4.64066e+00    | 1.43492e-06       | position
29 | 0 | 0.750 | 4.11010e+00    | 1.93570e-06       | position
30 | 0 | 0.750 | 4.20039e+00    | 4.75755e-06       | position
31 | 0 | 0.750 | 4.46035e+00    | 1.45674e-06       | position
32 | 0 | 0.750 | 4.43214e+00    | 1.48250e-06       | position
33 | 0 | 0.750 | 4.33162e+00    | 3.13135e-06       | position
34 | 0 | 0.750 | 4.27079e+00    | 1.47587e-06       | position
35 | 0 | 0.750 | 4.16417e+00    | 3.86380e-06       | position
36 | 0 | 0.750 | 4.03665e+00    | 1.89411e-06       | position
37 | 0 | 0.750 | 5.10814e+00    | 2.84637e-06       | position
38 | 0 | 0.750 | 5.43535e+00    | 3.95999e-06       | position
39 | 0 | 0.750 | 5.33598e+00    | 2.36204e-06       | position
40 | 0 | 0.750 | 5.18972e+00    | 2.02090e-06       | position
41 | 0 | 0.750 | 4.70372e+00    | 1.48919e-06       | position
42 | 0 | 0.750 | 4.53360e+00    | 2.79233e-06       | position
43 | 0 | 0.750 | 4.73157e+00    | 1.46286e-06       | position
44 | 0 | 0.750 | 4.30425e+00    | 1.48210e-06       | position
45 | 0 | 0.750 | 4.18718e+00    | 3.44870e-06       | position
46 | 0 | 0.750 | 3.66593e+00    | 1.47419e-06       | position
47 | 0 | 0.750 | 3.95828e+00    | 1.47068e-06       | position
48 | 0 | 0.750 | 4.06107e+00    | 5.10458e-06       | position
49 | 0 | 0.750 | 4.27191e+00    | 2.58985e-06       | position
50 | 0 | 0.750 | 4.28662e+00    | 3.51380e-06       | position


EntropicMoment - momento (2e) q=1.750
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 1.750 | 9.63057e-03    | 2.78173e-07       | momentum
3  | 0 | 1.750 | 1.84585e-02    | 1.48582e-06       | momentum
4  | 0 | 1.750 | 3.60557e-02    | 1.47459e-06       | momentum
5  | 0 | 1.750 | 1.27254e-02    | 1.40332e-06       | momentum
6  | 0 | 1.750 | 5.17736e-03    | 1.13006e-06       | momentum
7  | 0 | 1.750 | 2.41698e-03    | 4.07538e-07       | momentum
8  | 0 | 1.750 | 1.35388e-03    | 1.36378e-06       | momentum
9  | 0 | 1.750 | 7.92216e-04    | 1.27010e-06       | momentum
10 | 0 | 1.750 | 4.84791e-04    | 5.48950e-08       | momentum
11 | 0 | 1.750 | 1.24949e-03    | 1.47635e-06       | momentum
12 | 0 | 1.750 | 2.24585e-03    | 1.42401e-06       | momentum
13 | 0 | 1.750 | 1.92700e-03    | 1.46379e-06       | momentum
14 | 0 | 1.750 | 1.48998e-03    | 1.18178e-06       | momentum
15 | 0 | 1.750 | 1.13451e-03    | 1.33652e-06       | momentum
16 | 0 | 1.750 | 9.21100e-04    | 1.27659e-06       | momentum
17 | 0 | 1.750 | 7.32305e-04    | 1.21198e-06       | momentum
18 | 0 | 1.750 | 5.79601e-04    | 1.20583e-06       | momentum
19 | 0 | 1.750 | 1.09319e-03    | 1.37535e-06       | momentum
20 | 0 | 1.750 | 1.69729e-03    | 1.38415e-06       | momentum
21 | 0 | 1.750 | 1.20549e-03    | 1.37492e-06       | momentum
22 | 0 | 1.750 | 8.89696e-04    | 1.46916e-06       | momentum
23 | 0 | 1.750 | 6.70992e-04    | 1.27325e-06       | momentum
24 | 0 | 1.750 | 2.37032e-04    | 1.36337e-06       | momentum
25 | 0 | 1.750 | 4.02215e-04    | 1.48665e-06       | momentum
26 | 0 | 1.750 | 3.15842e-04    | 1.47392e-06       | momentum
27 | 0 | 1.750 | 2.51581e-04    | 1.20673e-06       | momentum
28 | 0 | 1.750 | 2.02625e-04    | 1.47926e-06       | momentum
29 | 0 | 1.750 | 8.67024e-05    | 1.44906e-06       | momentum
30 | 0 | 1.750 | 1.35412e-04    | 1.44563e-06       | momentum
31 | 0 | 1.750 | 1.43882e-04    | 1.47960e-06       | momentum
32 | 0 | 1.750 | 1.40480e-04    | 1.44832e-06       | momentum
33 | 0 | 1.750 | 1.33671e-04    | 1.48177e-06       | momentum
34 | 0 | 1.750 | 1.32007e-04    | 1.45799e-06       | momentum
35 | 0 | 1.750 | 1.26311e-04    | 1.42513e-06       | momentum
36 | 0 | 1.750 | 1.18721e-04    | 1.46533e-06       | momentum
37 | 0 | 1.750 | 2.17575e-04    | 1.28823e-06       | momentum
38 | 0 | 1.750 | 3.45750e-04    | 1.21969e-06       | momentum
39 | 0 | 1.750 | 2.76167e-04    | 1.40888e-06       | momentum
40 | 0 | 1.750 | 2.28937e-04    | 1.39459e-06       | momentum
41 | 0 | 1.750 | 1.05668e-04    | 1.30679e-06       | momentum
42 | 0 | 1.750 | 9.09342e-05    | 1.28751e-06       | momentum
43 | 0 | 1.750 | 1.41890e-04    | 1.26577e-06       | momentum
44 | 0 | 1.750 | 7.22044e-05    | 1.48598e-06       | momentum
45 | 0 | 1.750 | 6.46037e-05    | 1.31636e-06       | momentum
46 | 0 | 1.750 | 4.13714e-05    | 1.36393e-06       | momentum
47 | 0 | 1.750 | 5.21564e-05    | 3.35586e-07       | momentum
48 | 0 | 1.750 | 7.32136e-05    | 1.21106e-06       | momentum
49 | 0 | 1.750 | 7.70563e-05    | 1.29802e-06       | momentum
50 | 0 | 1.750 | 7.76050e-05    | 1.38152e-06       | momentum


EntropicMoment - posicion (2e) q=1.500
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 1.500 | 1.27939e-01    | 1.17504e-06       | position
3  | 0 | 1.500 | 1.15307e-01    | 1.29293e-06       | position
4  | 0 | 1.500 | 1.32875e-01    | 1.29741e-06       | position
5  | 0 | 1.500 | 1.59825e-01    | 1.46366e-06       | position
6  | 0 | 1.500 | 1.97499e-01    | 1.45882e-06       | position
7  | 0 | 1.500 | 2.44895e-01    | 1.33721e-06       | position
8  | 0 | 1.500 | 2.97974e-01    | 1.48164e-06       | position
9  | 0 | 1.500 | 3.61217e-01    | 1.39571e-06       | position
10 | 0 | 1.500 | 4.35119e-01    | 1.47173e-06       | position
11 | 0 | 1.500 | 4.83163e-01    | 1.46259e-06       | position
12 | 0 | 1.500 | 5.29739e-01    | 2.48563e-06       | position
13 | 0 | 1.500 | 5.74145e-01    | 1.45923e-06       | position
14 | 0 | 1.500 | 6.18972e-01    | 4.42438e-06       | position
15 | 0 | 1.500 | 6.64848e-01    | 2.82744e-06       | position
16 | 0 | 1.500 | 7.11046e-01    | 2.13191e-06       | position
17 | 0 | 1.500 | 7.59038e-01    | 1.48582e-06       | position
18 | 0 | 1.500 | 8.09090e-01    | 2.41354e-06       | position
19 | 0 | 1.500 | 8.50409e-01    | 1.43097e-06       | position
20 | 0 | 1.500 | 8.90598e-01    | 2.45751e-06       | position
21 | 0 | 1.500 | 9.35598e-01    | 9.44926e-06       | position
22 | 0 | 1.500 | 9.83086e-01    | 2.41643e-06       | position
23 | 0 | 1.500 | 1.03260e+00    | 7.45101e-06       | position
24 | 0 | 1.500 | 1.08972e+00    | 1.13370e-05       | position
25 | 0 | 1.500 | 1.13826e+00    | 3.88864e-06       | position
26 | 0 | 1.500 | 1.19314e+00    | 1.16305e-05       | position
27 | 0 | 1.500 | 1.25064e+00    | 9.89354e-06       | position
28 | 0 | 1.500 | 1.31050e+00    | 1.09498e-05       | position
29 | 0 | 1.500 | 1.38013e+00    | 4.63711e-06       | position
30 | 0 | 1.500 | 1.43789e+00    | 1.23455e-05       | position
31 | 0 | 1.500 | 1.49380e+00    | 1.51991e-06       | position
32 | 0 | 1.500 | 1.54913e+00    | 5.97776e-06       | position
33 | 0 | 1.500 | 1.60423e+00    | 2.56175e-06       | position
34 | 0 | 1.500 | 1.65885e+00    | 3.12425e-06       | position
35 | 0 | 1.500 | 1.71362e+00    | 3.18218e-06       | position
36 | 0 | 1.500 | 1.76870e+00    | 1.99794e-06       | position
37 | 0 | 1.500 | 1.81971e+00    | 2.04317e-06       | position
38 | 0 | 1.500 | 1.86979e+00    | 3.24228e-06       | position
39 | 0 | 1.500 | 1.92071e+00    | 4.70802e-06       | position
40 | 0 | 1.500 | 1.97224e+00    | 7.56425e-06       | position
41 | 0 | 1.500 | 2.02614e+00    | 2.89656e-05       | position
42 | 0 | 1.500 | 2.07914e+00    | 1.98869e-05       | position
43 | 0 | 1.500 | 2.12989e+00    | 2.29375e-05       | position
44 | 0 | 1.500 | 2.18588e+00    | 1.76727e-05       | position
45 | 0 | 1.500 | 2.24025e+00    | 1.04986e-05       | position
46 | 0 | 1.500 | 2.29822e+00    | 1.47961e-06       | position
47 | 0 | 1.500 | 2.35125e+00    | 1.33211e-05       | position
48 | 0 | 1.500 | 2.40353e+00    | 1.22396e-05       | position
49 | 0 | 1.500 | 2.45475e+00    | 1.47896e-06       | position
50 | 0 | 1.500 | 2.50555e+00    | 1.44270e-05       | position


EntropicMoment - momento (2e) q=0.750
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 0.750 | 9.74681e+00    | 1.34666e-06       | momentum
3  | 0 | 0.750 | 1.21517e+01    | 9.49988e-06       | momentum
4  | 0 | 0.750 | 1.49667e+01    | 7.92885e-06       | momentum
5  | 0 | 0.750 | 1.91622e+01    | 2.54117e-06       | momentum
6  | 0 | 0.750 | 2.36528e+01    | 6.48076e-06       | momentum
7  | 0 | 0.750 | 2.83651e+01    | 3.80103e-05       | momentum
8  | 0 | 0.750 | 3.30368e+01    | 1.48292e-06       | momentum
9  | 0 | 0.750 | 3.79566e+01    | 1.40781e-06       | momentum
10 | 0 | 0.750 | 4.30904e+01    | 1.30360e-06       | momentum
11 | 0 | 0.750 | 4.70176e+01    | 1.43028e-05       | momentum
12 | 0 | 0.750 | 5.07265e+01    | 8.97701e-06       | momentum
13 | 0 | 0.750 | 5.47332e+01    | 1.32857e-05       | momentum
14 | 0 | 0.750 | 5.88165e+01    | 4.68020e-05       | momentum
15 | 0 | 0.750 | 6.29415e+01    | 3.65174e-05       | momentum
16 | 0 | 0.750 | 6.69829e+01    | 4.12511e-05       | momentum
17 | 0 | 0.750 | 7.10861e+01    | 2.58648e-05       | momentum
18 | 0 | 0.750 | 7.52420e+01    | 5.74492e-05       | momentum
19 | 0 | 0.750 | 7.88125e+01    | 6.36695e-05       | momentum
20 | 0 | 0.750 | 8.22334e+01    | 4.20133e-05       | momentum
21 | 0 | 0.750 | 8.66347e+01    | 6.06144e-06       | momentum
22 | 0 | 0.750 | 9.11823e+01    | 1.72446e-05       | momentum
23 | 0 | 0.750 | 9.58072e+01    | 2.23666e-05       | momentum
24 | 0 | 0.750 | 1.01343e+02    | 2.81340e-06       | momentum
25 | 0 | 0.750 | 1.05267e+02    | 2.98475e-06       | momentum
26 | 0 | 0.750 | 1.10006e+02    | 5.61139e-05       | momentum
27 | 0 | 0.750 | 1.14824e+02    | 7.22053e-05       | momentum
28 | 0 | 0.750 | 1.19697e+02    | 9.10232e-05       | momentum
29 | 0 | 0.750 | 1.25437e+02    | 1.16865e-04       | momentum
30 | 0 | 0.750 | 1.29615e+02    | 1.43126e-04       | momentum
31 | 0 | 0.750 | 1.33930e+02    | 1.19690e-04       | momentum
32 | 0 | 0.750 | 1.38250e+02    | 1.09585e-04       | momentum
33 | 0 | 0.750 | 1.42548e+02    | 1.36470e-06       | momentum
34 | 0 | 0.750 | 1.46745e+02    | 2.68097e-05       | momentum
35 | 0 | 0.750 | 1.50944e+02    | 7.99647e-05       | momentum
36 | 0 | 0.750 | 1.55143e+02    | 5.44012e-05       | momentum
37 | 0 | 0.750 | 1.58925e+02    | 1.57904e-04       | momentum
38 | 0 | 0.750 | 1.62591e+02    | 1.56975e-04       | momentum
39 | 0 | 0.750 | 1.66805e+02    | 2.20403e-04       | momentum
40 | 0 | 0.750 | 1.71092e+02    | 1.94469e-04       | momentum
41 | 0 | 0.750 | 1.75930e+02    | 2.47418e-04       | momentum
42 | 0 | 0.750 | 1.80304e+02    | 2.36420e-04       | momentum
43 | 0 | 0.750 | 1.84146e+02    | 9.82554e-06       | momentum
44 | 0 | 0.750 | 1.89009e+02    | 6.13719e-06       | momentum
45 | 0 | 0.750 | 1.93397e+02    | 8.15144e-06       | momentum
46 | 0 | 0.750 | 1.98111e+02    | 9.44487e-05       | momentum
47 | 0 | 0.750 | 2.02234e+02    | 1.23924e-05       | momentum
48 | 0 | 0.750 | 2.06151e+02    | 1.66596e-05       | momentum
49 | 0 | 0.750 | 2.10174e+02    | 1.98009e-05       | momentum
50 | 0 | 0.750 | 2.14192e+02    | 3.95647e-05       | momentum


EntropicMoment - momento (2e) q=2.000
-----------------------------------------------
Z  | Q | q     | EntropicMoment | integration_error | space   
-----------------------------------------------
2  | 0 | 2.000 | 2.73282e-03    | 1.40903e-06       | momentum
3  | 0 | 2.000 | 6.89157e-03    | 1.45028e-06       | momentum
4  | 0 | 2.000 | 2.34582e-02    | 1.36957e-06       | momentum
5  | 0 | 2.000 | 5.13357e-03    | 1.44981e-06       | momentum
6  | 0 | 2.000 | 1.44984e-03    | 1.22363e-06       | momentum
7  | 0 | 2.000 | 5.04314e-04    | 6.24768e-07       | momentum
8  | 0 | 2.000 | 2.27365e-04    | 1.65638e-08       | momentum
9  | 0 | 2.000 | 1.09323e-04    | 5.35980e-07       | momentum
10 | 0 | 2.000 | 5.60082e-05    | 1.19171e-07       | momentum
11 | 0 | 2.000 | 2.70944e-04    | 1.47307e-06       | momentum
12 | 0 | 2.000 | 7.78243e-04    | 8.87972e-07       | momentum
13 | 0 | 2.000 | 5.86934e-04    | 1.40962e-06       | momentum
14 | 0 | 2.000 | 3.83507e-04    | 1.41323e-06       | momentum
15 | 0 | 2.000 | 2.49444e-04    | 1.33629e-06       | momentum
16 | 0 | 2.000 | 1.80479e-04    | 4.19415e-07       | momentum
17 | 0 | 2.000 | 1.27623e-04    | 1.47571e-06       | momentum
18 | 0 | 2.000 | 9.01854e-05    | 1.28496e-06       | momentum
19 | 0 | 2.000 | 2.68461e-04    | 1.28927e-06       | momentum
20 | 0 | 2.000 | 5.61395e-04    | 1.36905e-06       | momentum
21 | 0 | 2.000 | 3.47011e-04    | 1.18887e-06       | momentum
