Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
50;1;49;2S;-6022,678320408;0,2695;5;1;4;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[89.536877, 64.885326, 51.871742, 28.332819, 27.174333, 24.996281, 14.533367, 14.317933, 10.981514, 5.369886, 3.998462, 3.184758, 1.223362, 1.007489];[0.007351930625, -0.009641542383, -0.098488519489, -0.038473679964, 0.163594810682, 0.465944336508, -0.474795757773, -0.593154543499, -0.900843291209, 0.201541978937, 1.901743464747, 0.082421214943, -0.001340674457, 0.000484792409]
50;1;49;2S;-6022,678320408;0,2695;5;1;5;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[89.536877, 64.885326, 51.871742, 28.332819, 27.174333, 24.996281, 14.533367, 14.317933, 10.981514, 5.369886, 3.998462, 3.184758, 1.223362, 1.007489];[-0.002228800574, 0.002885419931, 0.030285242017, 0.012573065676, -0.053608452088, -0.149971408593, 0.172424594480, 0.200653994241, 0.346072342270, -0.052219977212, -0.884761985948, -0.468511275545, 1.854682821454, -0.003028679765]
50;1;49;2S;-6022,678320408;0,2695;5;1;2;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[87.582417, 54.009271, 36.503437, 27.647593, 24.869429, 21.411776, 14.436127, 10.699225, 4.605819, 4.331595, 3.215664, 2.035549, 1.007489];[0.001295535125, -0.016560755202, -0.819479242938, 0.848431721800, -2.496200042484, -0.112520005773, -0.011507212914, 0.002385313112, -0.001220825688, 0.001083164364, -0.000302022085, 0.000064176631, -0.000013962092]
50;1;49;2S;-6022,678320408;0,2695;5;1;3;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[87.582417, 54.009271, 36.503437, 27.647593, 24.869429, 21.411776, 14.436127, 10.699225, 4.605819, 4.331595, 3.215664, 2.035549, 1.007489];[0.001025846304, -0.012707952786, -0.379295648303, 0.316392016861, -1.093325092661, 0.370067930544, 1.477660321160, 0.869270755786, 0.114908503222, -0.036925812923, 0.008062005590, -0.001081204772, 0.000157012293]
50;1;49;2S;-6022,678320408;0,2695;5;1;4;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[87.582417, 54.009271, 36.503437, 27.647593, 24.869429, 21.411776, 14.436127, 10.699225, 4.605819, 4.331595, 3.215664, 2.035549, 1.007489];[-0.000503860040, 0.006240075120, 0.150593404641, -0.097497285181, 0.369614774941, -0.305729632960, -0.910558620044, -1.172022789015, 1.322977003495, 1.614507434314, 0.532364017380, 0.010695941911, 0.002089169802]
50;1;49;2S;-6022,678320408;0,2695;5;1;5;1;1;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[87.582417, 54.009271, 36.503437, 27.647593, 24.869429, 21.411776, 14.436127, 10.699225, 4.605819, 4.331595, 3.215664, 2.035549, 1.007489];[0.000057800000, -0.000748200000, -0.015570300000, 0.008310900000, -0.034111900000, 0.039701600000, 0.107824700000, 0.157680300000, -0.258896200000, -0.132435800000, -0.301265700000, -0.189649200000, 1.324540100000]
50;1;49;2S;-6022,678320408;0,2695;5;1;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[51.597942, 41.349959, 25.387026, 15.528421, 13.034799, 11.515254, 8.788639, 4.556394, 2.990519, 2.048564, 1.007489];[0.007554997558, 0.028438679226, 0.102903361112, 1.350821293717, 0.904030040122, 0.594192921029, 0.474570914156, 0.017422252541, -0.002062121262, 0.000381054458, -0.000032255232]
50;1;49;2S;-6022,678320408;0,2695;5;1;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[51.597942, 41.349959, 25.387026, 15.528421, 13.034799, 11.515254, 8.788639, 4.556394, 2.990519, 2.048564, 1.007489];[-0.001649760255, -0.006199961581, -0.012838847300, -0.609270028457, -0.039651483353, -0.761542235944, -0.032225506724, 1.581306430800, 1.628489510856, 0.422402819596, 0.000941726287]
51;1;50;1S;-6313,165938302;0,3176;5;1;1;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[91.510038, 66.158049, 52.818130, 28.908909, 26.867097, 25.527436, 15.556395, 14.799417, 11.405158, 5.658977, 4.195321, 3.487552, 1.334874, 1.092702];[0.016421706465, -0.024585961361, -1.365323916679, -0.145513383180, -0.160227851032, 0.281356091178, -0.033106456652, 0.005833348102, -0.002553221166, -0.001080176319, 0.001953736036, -0.000038749452, -0.000009333810, 0.000003676955]
51;1;50;1S;-6313,165938302;0,3176;5;1;2;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[91.510038, 66.158049, 52.818130, 28.908909, 26.867097, 25.527436, 15.556395, 14.799417, 11.405158, 5.658977, 4.195321, 3.487552, 1.334874, 1.092702];[-0.030323284362, 0.038495741696, 0.499181607915, 0.500741344053, -0.295527218180, -1.564397951528, -0.160785192597, 0.007688796296, -0.002752201014, -0.001198828837, 0.002536674867, -0.000093196674, -0.000005656854, 0.000001838478]
51;1;50;1S;-6313,165938302;0,3176;5;1;3;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[91.510038, 66.158049, 52.818130, 28.908909, 26.867097, 25.527436, 15.556395, 14.799417, 11.405158, 5.658977, 4.195321, 3.487552, 1.334874, 1.092702];[-0.015506710290, 0.020302732744, 0.225357476749, 0.147412106309, -0.275680569309, -0.927709530517, 0.363068219441, 0.920458291897, 0.504896303499, -0.043819972916, 0.103674582044, -0.006004892207, 0.000319753686, -0.000103661854]
51;1;50;1S;-6313,165938302;0,3176;5;1;4;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[91.510038, 66.158049, 52.818130, 28.908909, 26.867097, 25.527436, 15.556395, 14.799417, 11.405158, 5.658977, 4.195321, 3.487552, 1.334874, 1.092702];[0.007371588194, -0.009789327700, -0.100424295014, -0.035807321714, 0.191248201259, 0.460063470830, -0.468295607976, -0.594210536766, -0.908715793846, 0.299796870346, 1.763241610988, 0.110115334871, -0.000236597929, 0.000271387583]
51;1;50;1S;-6313,165938302;0,3176;5;1;5;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[91.510038, 66.158049, 52.818130, 28.908909, 26.867097, 25.527436, 15.556395, 14.799417, 11.405158, 5.658977, 4.195321, 3.487552, 1.334874, 1.092702];[-0.002350847205, 0.003078742925, 0.032534124424, 0.012434472747, -0.066444985750, -0.156513419111, 0.179275610661, 0.211585016550, 0.368780652283, -0.070543518076, -0.873953434534, -0.560258521825, 1.901483815137, 0.000799172084]
51;1;50;1S;-6313,165938302;0,3176;5;1;2;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[89.334065, 55.165158, 37.295835, 28.116805, 25.320500, 22.376940, 14.838804, 10.928259, 4.786676, 4.370542, 3.125810, 1.380036, 1.092702];[0.001372449103, -0.017111155547, -0.819021188356, 0.886572971533, -2.525129006244, -0.117130925265, -0.013993445003, 0.003340124213, -0.001527256855, 0.001040298294, -0.000169014792, 0.000140110813, -0.000146969385]
51;1;50;1S;-6313,165938302;0,3176;5;1;3;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[89.334065, 55.165158, 37.295835, 28.116805, 25.320500, 22.376940, 14.838804, 10.928259, 4.786676, 4.370542, 3.125810, 1.380036, 1.092702];[0.001113782986, -0.013665213377, -0.381433318001, 0.309846980268, -1.104433528644, 0.363546164104, 1.523313421088, 0.865278822353, 0.084002311341, -0.017370801460, 0.002252550767, -0.001163997526, 0.001182858597]
51;1;50;1S;-6313,165938302;0,3176;5;1;4;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[89.334065, 55.165158, 37.295835, 28.116805, 25.320500, 22.376940, 14.838804, 10.928259, 4.786676, 4.370542, 3.125810, 1.380036, 1.092702];[0.000564117488, -0.006932545870, -0.153308908970, 0.085353204934, -0.369346065917, 0.313589065749, 0.990435010862, 1.217872338020, -1.461153454733, -1.797020139794, -0.304379719163, -0.004950173821, 0.002494315405]
51;1;50;1S;-6313,165938302;0,3176;5;1;5;1;2;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 3, 2];[89.334065, 55.165158, 37.295835, 28.116805, 25.320500, 22.376940, 14.838804, 10.928259, 4.786676, 4.370542, 3.125810, 1.380036, 1.092702];[0.000093762359, -0.001143957351, -0.024358838662, 0.011978247452, -0.053895113177, 0.059520147621, 0.180266832947, 0.243187315658, -0.386890364056, -0.283994448000, -0.458076076511, 0.305150800050, 1.425059873290]
51;1;50;1S;-6313,165938302;0,3176;5;1;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[52.820747, 42.469403, 26.142129, 16.086280, 13.482811, 11.556145, 9.064544, 4.673794, 3.165614, 2.193029, 1.092702];[0.007208095699, 0.026546372274, 0.096672409210, 1.325211588086, 1.019118605742, 0.536659389963, 0.447102737944, 0.019337327892, -0.003929762448, 0.000879429417, -0.000093603419]
51;1;50;1S;-6313,165938302;0,3176;5;1;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[52.820747, 42.469403, 26.142129, 16.086280, 13.482811, 11.556145, 9.064544, 4.673794, 3.165614, 2.193029, 1.092702];[-0.001593155485, -0.005841359294, -0.011871506564, -0.617587451159, -0.161968699476, -0.737039327494, 0.042038370531, 1.636570078962, 1.604738908262, 0.360272601723, 0.001391402170]
52;1;51;2D;-6611,503390415;0,3312;5;1;1;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[93.590515, 67.811741, 53.988581, 29.683372, 26.218479, 26.207765, 16.745947, 15.345344, 11.865154, 5.915313, 4.454222, 3.787930, 1.441928, 1.173846];[0.017492690396, -0.025281613012, -1.363062447772, -0.154452344265, -0.188316677966, 0.326685171386, -0.041660751649, 0.005526605180, -0.002492975668, -0.000978777207, 0.001803970820, -0.000012727922, -0.000011030866, 0.000003959798]
52;1;51;2D;-6611,503390415;0,3312;5;1;2;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[93.590515, 67.811741, 53.988581, 29.683372, 26.218479, 26.207765, 16.745947, 15.345344, 11.865154, 5.915313, 4.454222, 3.787930, 1.441928, 1.173846];[-0.029625511390, 0.037122540327, 0.496706168495, 0.499369981161, -0.293719711826, -1.522696046265, -0.192085557109, 0.003065166475, -0.001115531658, -0.000387353095, 0.001159372278, -0.000075519004, 0.000000282843, -0.000000989949]
52;1;51;2D;-6611,503390415;0,3312;5;1;3;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[93.590515, 67.811741, 53.988581, 29.683372, 26.218479, 26.207765, 16.745947, 15.345344, 11.865154, 5.915313, 4.454222, 3.787930, 1.441928, 1.173846];[-0.015207745543, 0.019657002832, 0.225089907543, 0.148082584959, -0.299171222266, -0.885075375674, 0.315572705477, 0.904182815115, 0.542738961372, -0.049178569525, 0.120381676806, -0.006160455699, 0.000105500332, -0.000039880822]
52;1;51;2D;-6611,503390415;0,3312;5;1;4;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[93.590515, 67.811741, 53.988581, 29.683372, 26.218479, 26.207765, 16.745947, 15.345344, 11.865154, 5.915313, 4.454222, 3.787930, 1.441928, 1.173846];[0.007427166787, -0.009779711048, -0.101794667956, -0.031824613480, 0.227977024530, 0.437689339481, -0.454596121198, -0.583102879183, -0.922006007220, 0.422881816376, 1.568861916638, 0.166869987871, 0.000395414112, 0.000229668283]
52;1;51;2D;-6611,503390415;0,3312;5;1;5;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3];[93.590515, 67.811741, 53.988581, 29.683372, 26.218479, 26.207765, 16.745947, 15.345344, 11.865154, 5.915313, 4.454222, 3.787930, 1.441928, 1.173846];[-0.002499622471, 0.003263439217, 0.034454626441, 0.010371559424, -0.084493744919, -0.154628131011, 0.183536353282, 0.214358572189, 0.392182916892, -0.093795451783, -0.817565345689, -0.679071552947, 1.942656663107, 0.005938282748]
52;1;51;2D;-6611,503390415;0,3312;5;1;2;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.616102, 55.668833, 38.210478, 29.010304, 26.311565, 23.126945, 15.267977, 11.277741, 5.322612, 4.614815, 3.200239, 1.177299, 1.173846];[0.001714152922, -0.017874661500, -0.813034145527, 0.788347453052, -2.398653277610, -0.161059829363, -0.012529384983, 0.002667494330, -0.001059159365, 0.000753952943, -0.000176118313, 0.000060012499, -0.000032333265]
52;1;51;2D;-6611,503390415;0,3312;5;1;3;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.616102, 55.668833, 38.210478, 29.010304, 26.311565, 23.126945, 15.267977, 11.277741, 5.322612, 4.614815, 3.200239, 1.177299, 1.173846];[0.001430746959, -0.014806920546, -0.381664794782, 0.258401082048, -1.049871634522, 0.330730350020, 1.521079241494, 0.869400088845, 0.095682703180, -0.012768210233, 0.002555062751, -0.000650094578, 0.000315739228]
52;1;51;2D;-6611,503390415;0,3312;5;1;4;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.616102, 55.668833, 38.210478, 29.010304, 26.311565, 23.126945, 15.267977, 11.277741, 5.322612, 4.614815, 3.200239, 1.177299, 1.173846];[-0.000744154984, 0.007687968507, 0.156228455795, -0.064907314051, 0.355939518656, -0.303444259030, -1.004958525445, -1.235244119276, 1.186878454407, 2.139404672112, 0.260669799448, -0.000725538862, 0.000971467632]
52;1;51;2D;-6611,503390415;0,3312;5;1;5;1;3;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.616102, 55.668833, 38.210478, 29.010304, 26.311565, 23.126945, 15.267977, 11.277741, 5.322612, 4.614815, 3.200239, 1.177299, 1.173846];[0.000155711368, -0.001557806496, -0.032227403351, 0.012433873132, -0.068214915800, 0.074326630280, 0.239155166921, 0.318206658599, -0.428026474027, -0.522496335584, -0.705176600284, 2.443348995022, -0.180859532891]
52;1;51;2D;-6611,503390415;0,3312;5;1;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[53.731320, 43.429755, 26.567495, 16.127198, 14.562398, 12.386016, 9.261869, 4.802362, 3.251366, 2.176784, 1.173846];[0.009145306993, 0.032782383820, 0.141753523306, 1.308806640268, 0.549712323461, 0.985987738924, 0.430524497310, 0.014354843211, -0.002356529312, 0.000357969831, -0.000054707404]
52;1;51;2D;-6611,503390415;0,3312;5;1;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[53.731320, 43.429755, 26.567495, 16.127198, 14.562398, 12.386016, 9.261869, 4.802362, 3.251366, 2.176784, 1.173846];[-0.001908434568, -0.006790991275, -0.018491418618, -0.674382906619, 0.061614450386, -0.898494156850, -0.018741871009, 1.802090016250, 1.602815610989, 0.210539386970, -0.000443035100]
53;1;52;3F;-6917,627270253;0,3838;5;1;1;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[95.699405, 69.159533, 55.005356, 30.208358, 27.514972, 26.665804, 16.754872, 15.428419, 11.735418, 6.709553, 6.090588, 4.120560, 1.546919, 1.205350];[0.017137015685, -0.025109361800, -1.363461821682, -0.153167672665, -0.173800765697, 0.307021380329, -0.038913076118, 0.005289724409, -0.003127674715, 0.002282399268, -0.000430910872, 0.000176352431, -0.000018809040, 0.000005656854]
53;1;52;3F;-6917,627270253;0,3838;5;1;2;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[95.699405, 69.159533, 55.005356, 30.208358, 27.514972, 26.665804, 16.754872, 15.428419, 11.735418, 6.709553, 6.090588, 4.120560, 1.546919, 1.205350];[-0.029320041261, 0.037348955918, 0.497267045594, 0.508269627109, -0.284066290049, -1.565474592313, -0.171812805693, 0.004110128876, -0.001921209124, 0.001759423093, -0.000080044488, 0.000054022958, -0.000012445079, 0.000002404163]
53;1;52;3F;-6917,627270253;0,3838;5;1;3;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[95.699405, 69.159533, 55.005356, 30.208358, 27.514972, 26.665804, 16.754872, 15.428419, 11.735418, 6.709553, 6.090588, 4.120560, 1.546919, 1.205350];[-0.015063495760, 0.019771695551, 0.226117757960, 0.153401159324, -0.284143081845, -0.931257509502, 0.346237946678, 0.992100795332, 0.456113430929, 0.058679114815, 0.002147341873, 0.000048366104, -0.000100409163, 0.000002969848]
53;1;52;3F;-6917,627270253;0,3838;5;1;4;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[95.699405, 69.159533, 55.005356, 30.208358, 27.514972, 26.665804, 16.754872, 15.428419, 11.735418, 6.709553, 6.090588, 4.120560, 1.546919, 1.205350];[0.007483169644, -0.010003863898, -0.103563000594, -0.029877807090, 0.265934657966, 0.501630460119, -0.759271321227, -0.881262231645, -1.125368079012, 1.618078387086, 0.951738008891, 0.308703021676, 0.000800020612, 0.000262760880]
53;1;52;3F;-6917,627270253;0,3838;5;1;5;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[95.699405, 69.159533, 55.005356, 30.208358, 27.514972, 26.665804, 16.754872, 15.428419, 11.735418, 6.709553, 6.090588, 4.120560, 1.546919, 1.205350];[-0.002629871541, 0.003493107499, 0.036393088971, 0.008968235306, -0.107887241404, -0.187447219467, 0.338022214409, 0.361326615439, 0.514530916235, -0.827989231015, -0.318548352233, -0.880695980535, 1.979364556017, 0.010712809156]
53;1;52;3F;-6917,627270253;0,3838;5;1;2;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[85.708202, 56.135051, 39.210062, 29.385706, 26.590075, 23.838904, 15.749086, 11.794452, 6.817071, 5.065874, 3.617986, 1.304389, 1.205350];[0.002479863416, -0.020958079188, -0.805542381148, 0.874719400770, -2.496840339103, -0.146321739479, -0.014500734328, 0.004169276491, -0.002337793011, 0.000752483249, -0.000164360762, 0.000033558009, -0.000016901479]
53;1;52;3F;-6917,627270253;0,3838;5;1;3;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[85.708202, 56.135051, 39.210062, 29.385706, 26.590075, 23.838904, 15.749086, 11.794452, 6.817071, 5.065874, 3.617986, 1.304389, 1.205350];[0.001894190418, -0.015972877664, -0.382120154925, 0.297590223494, -1.117846934476, 0.313435237793, 1.441887728008, 0.856085397450, 0.203110219778, -0.000167545098, 0.001107414313, -0.000282916065, 0.000082057906]
53;1;52;3F;-6917,627270253;0,3838;5;1;4;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[85.708202, 56.135051, 39.210062, 29.385706, 26.590075, 23.838904, 15.749086, 11.794452, 6.817071, 5.065874, 3.617986, 1.304389, 1.205350];[-0.000994492836, 0.008440696705, 0.158971394409, -0.073482732692, 0.385838725304, -0.301514551010, -0.953277721158, -1.220956735504, 0.626046957134, 2.465565009118, 0.442522367441, 0.006430155524, -0.000460014174]
53;1;52;3F;-6917,627270253;0,3838;5;1;5;1;4;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[85.708202, 56.135051, 39.210062, 29.385706, 26.590075, 23.838904, 15.749086, 11.794452, 6.817071, 5.065874, 3.617986, 1.304389, 1.205350];[0.000261000000, -0.002204200000, -0.038672400000, 0.012389600000, -0.079611800000, 0.099747200000, 0.292090600000, 0.403540000000, -0.368152400000, -0.709930400000, -0.871461800000, 2.483436600000, 0.117988800000]
53;1;52;3F;-6917,627270253;0,3838;5;1;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[55.206878, 44.712489, 27.589169, 15.860443, 14.874501, 13.018575, 9.469002, 4.890660, 3.350299, 2.218200, 1.205350];[0.008840779655, 0.030984628970, 0.132695178948, 1.521853080967, 0.083162842818, 1.240318979388, 0.426550779203, 0.008214964906, -0.000465171044, -0.000228632675, 0.000024033310]
53;1;52;3F;-6917,627270253;0,3838;5;1;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[55.206878, 44.712489, 27.589169, 15.860443, 14.874501, 13.018575, 9.469002, 4.890660, 3.350299, 2.218200, 1.205350];[-0.001998243253, -0.007009504662, -0.020224663003, -0.795437109044, 0.354577972113, -1.099462910482, -0.021365929011, 1.987621795255, 1.480005395779, 0.141702610635, -0.000019289894]
54;1;53;6D;-7231,708943297;0,446;5;1;1;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[96.682543, 70.320264, 56.053992, 30.819044, 27.896891, 27.187458, 17.015134, 15.761583, 12.040613, 7.628932, 6.464973, 4.402103, 1.646969, 1.254007];[0.017894327047, -0.025011073957, -1.364505228448, -0.152871394924, -0.175032404289, 0.309944701184, -0.041286126476, 0.005485734408, -0.004328907714, 0.004121584006, -0.000432749350, 0.000180877915, -0.000017111984, 0.000004808326]
54;1;53;6D;-7231,708943297;0,446;5;1;2;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[96.682543, 70.320264, 56.053992, 30.819044, 27.896891, 27.187458, 17.015134, 15.761583, 12.040613, 7.628932, 6.464973, 4.402103, 1.646969, 1.254007];[-0.030238290127, 0.036836303502, 0.498981355274, 0.512790585025, -0.288353619884, -1.573185167498, -0.164186800479, 0.003863065767, -0.001828012451, 0.002028547934, 0.000077216061, -0.000007495332, -0.000008485281, 0.000000565685]
54;1;53;6D;-7231,708943297;0,446;5;1;3;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[96.682543, 70.320264, 56.053992, 30.819044, 27.896891, 27.187458, 17.015134, 15.761583, 12.040613, 7.628932, 6.464973, 4.402103, 1.646969, 1.254007];[-0.015518165420, 0.019459861461, 0.227671554401, 0.159772474265, -0.280870167398, -0.934793326251, 0.323411408410, 0.986959987612, 0.429200805415, 0.099628375621, 0.003521957456, 0.000039315137, -0.000172251212, 0.000014707821]
54;1;53;6D;-7231,708943297;0,446;5;1;4;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[96.682543, 70.320264, 56.053992, 30.819044, 27.896891, 27.187458, 17.015134, 15.761583, 12.040613, 7.628932, 6.464973, 4.402103, 1.646969, 1.254007];[0.007926808438, -0.010174842317, -0.105772992128, -0.026139192116, 0.306943174319, 0.523873918135, -0.968049548120, -1.016932829853, -1.232240622184, 1.834692771328, 1.019428492526, 0.387543730722, 0.002181000156, 0.000087964084]
54;1;53;6D;-7231,708943297;0,446;5;1;5;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[96.682543, 70.320264, 56.053992, 30.819044, 27.896891, 27.187458, 17.015134, 15.761583, 12.040613, 7.628932, 6.464973, 4.402103, 1.646969, 1.254007];[-0.002904087550, 0.003717684613, 0.038384018825, 0.006222115410, -0.133455798347, -0.203989699771, 0.461288179775, 0.443880483614, 0.595120017508, -0.973643611287, -0.324379579015, -1.011161424305, 2.014379352451, 0.012763843086]
54;1;53;6D;-7231,708943297;0,446;5;1;2;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.268559, 57.922849, 41.459675, 30.207139, 27.027404, 24.765204, 16.375537, 12.587933, 7.994901, 5.413937, 3.952699, 1.402672, 1.254007];[-0.003862355426, 0.027988604648, 0.744733063437, -1.029460036495, 2.735231049544, 0.103684696271, 0.021512398717, -0.010518598853, 0.008531572774, -0.001203189362, 0.000326516983, -0.000055113519, 0.000026699438]
54;1;53;6D;-7231,708943297;0,446;5;1;3;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.268559, 57.922849, 41.459675, 30.207139, 27.027404, 24.765204, 16.375537, 12.587933, 7.994901, 5.413937, 3.952699, 1.402672, 1.254007];[0.002543305200, -0.018803018113, -0.361534153229, 0.392224055165, -1.303203742496, 0.250791497213, 1.212085663452, 0.814781121611, 0.549758088993, 0.002655246881, 0.001184818189, -0.000369872951, 0.000080343264]
54;1;53;6D;-7231,708943297;0,446;5;1;4;1;6;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.268559, 57.922849, 41.459675, 30.207139, 27.027404, 24.765204, 16.375537, 12.587933, 7.994901, 5.413937, 3.952699, 1.402672, 1.254007];[-0.001310966910, 0.009821474073, 0.158116032590, -0.123938547158, 0.520183929634, -0.228786996006, -0.696888160087, -1.077386752802, -0.051861331681, 2.506689737359, 0.598298892379, 0.013117997369, -0.001424133336]
54;1;53;6D;-7231,708943297;0,446;5;1;5;1;5;[2, 4, 2, 4, 3, 4, 4, 4, 2, 3, 3, 2, 3];[87.268559, 57.922849, 41.459675, 30.207139, 27.027404, 24.765204, 16.375537, 12.587933, 7.994901, 5.413937, 3.952699, 1.402672, 1.254007];[0.000414567003, -0.003211664436, -0.043427347011, 0.019301291568, -0.113916706721, 0.110009625143, 0.280432664083, 0.448822222803, -0.260880709294, -0.806629099897, -1.097392398036, 2.743183821656, 0.188039006073]
54;1;53;6D;-7231,708943297;0,446;5;1;3;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[59.068381, 47.231482, 28.807652, 17.246487, 14.742147, 13.138062, 10.009289, 5.073014, 3.545437, 2.343504, 1.254007];[0.005901442569, 0.022781996947, 0.092292338423, 1.352145655601, 0.796245387214, 0.693149443393, 0.484007150694, 0.015887282965, -0.003840269991, 0.000580594178, -0.000094235874]
54;1;53;6D;-7231,708943297;0,446;5;1;4;2;10;[3, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3];[59.068381, 47.231482, 28.807652, 17.246487, 14.742147, 13.138062, 10.009289, 5.073014, 3.545437, 2.343504, 1.254007];[-0.001364839038, -0.005242107677, -0.013091197058, -0.690626262048, 0.016414750878, -0.933942024510, -0.030282603329, 2.042877221495, 1.446139931861, 0.136587626520, -0.000050912670]
55;1;54;7S;-7553,810323574;0,143;5;1;1;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[98.760139, 71.824236, 57.130662, 31.411644, 28.748821, 27.667844, 16.313940, 16.020450, 12.359898, 8.751007, 6.827559, 4.670227, 1.743863, 1.310537];[0.018010433981, -0.025013902384, -1.363771251609, -0.158051800624, -0.175037212615, 0.312512347328, -0.045496947358, 0.006617953786, -0.008762891497, 0.012357963793, -0.000526653131, 0.000225567063, -0.000019798990, 0.000005515433]
55;1;54;7S;-7553,810323574;0,143;5;1;2;0;2;[1, 3, 1, 4, 2, 3, 2, 4, 4, 2, 4, 3, 2, 3];[98.760139, 71.824236, 57.130662, 31.411644, 28.748821, 27.667844, 16.313940, 16.020450, 12.359898, 8.751007, 6.827559, 4.670227, 1.743863, 1.310537];[0.029715172530, -0.036257890155, -0.498189961365, -0.527114164249, 0.287014076798, 1.622167444180, 0.136622363935, -0.007901352594, 0.004053136070, -0.005694896594, -0.000091641039, 0.000008626703, 0.000011879394, -0.000000989949]
