Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
30;1;29;2P;-1777,567542549;0,3452;4;0;2;0;2;[2, 3, 3, 1, 3, 4, 3, 4, 2, 3, 4, 3];[56.124784, 48.111394, 34.485953, 33.388168, 23.342782, 19.224010, 12.474380, 5.031119, 3.977448, 1.663491, 1.107245, 1.106078];[-0.017585887069, -0.021812971407, -0.052600400660, -0.365796661667, 0.484048108584, 0.472760421614, 0.604084293016, -0.009154345811, 0.021663771877, 0.000289348095, 0.000245931738, -0.000454528239]
30;1;29;2P;-1777,567542549;0,3452;4;0;3;0;2;[2, 3, 3, 1, 3, 4, 3, 4, 2, 3, 4, 3];[56.124784, 48.111394, 34.485953, 33.388168, 23.342782, 19.224010, 12.474380, 5.031119, 3.977448, 1.663491, 1.107245, 1.106078];[0.003905492174, 0.004507381466, 0.012937508511, 0.138010131704, -0.233813483902, -0.193761400181, -0.666766339320, -0.284216055265, 2.028604502410, 0.002754180913, 0.000639224530, -0.001275196369]
30;1;29;2P;-1777,567542549;0,3452;4;0;4;0;1;[2, 3, 3, 1, 3, 4, 3, 4, 2, 3, 4, 3];[56.124784, 48.111394, 34.485953, 33.388168, 23.342782, 19.224010, 12.474380, 5.031119, 3.977448, 1.663491, 1.107245, 1.106078];[-0.000532900000, -0.000658300000, -0.001659100000, -0.022535300000, 0.039352800000, 0.032110900000, 0.123511600000, 0.038646500000, -0.404462600000, 0.566394000000, -0.128223200000, 0.623843000000]
30;1;29;2P;-1777,567542549;0,3452;4;0;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[56.718520, 44.589775, 23.080841, 18.783225, 15.170932, 12.348433, 5.638567, 4.583586, 2.907812, 1.106078];[0.000747829218, -0.002715014431, 0.006350547107, 1.076774135418, 1.291503019892, 0.262904223991, 0.027080333851, -0.002358368724, 0.002341712194, -0.000014207041]
30;1;29;2P;-1777,567542549;0,3452;4;0;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[56.718520, 44.589775, 23.080841, 18.783225, 15.170932, 12.348433, 5.638567, 4.583586, 2.907812, 1.106078];[-0.000616536568, 0.002290517858, 0.018501975823, -0.483495962165, -0.857326553903, -0.394085667370, 1.514349023477, 0.982806320007, 0.699736181811, 0.001251199361]
30;1;29;2P;-1777,567542549;0,3452;4;0;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[28.846191, 22.109077, 9.273020, 7.528954, 4.190940, 3.116856, 1.852033, 1.106078];[0.003772597249, 0.017961104654, 0.628452720971, 0.547167322400, 1.517870508482, 0.605593248222, 0.440997012238, 0.001889777130]
31;1;30;1S;-1923,059720564;0,2206;3;2;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[58.129217, 49.800588, 35.678566, 34.165363, 25.196439, 15.433431, 13.795817, 7.160881, 5.016460, 3.508628, 1.226425, 1.173091];[0.051068665951, 0.068325041260, 0.137877478471, 1.202739703009, 0.012451867574, 0.001071125352, -0.001354816593, -0.000114409877, 0.000023617366, -0.000012869343, 0.000003676955, -0.000001838478]
31;1;30;1S;-1923,059720564;0,2206;3;2;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[58.129217, 49.800588, 35.678566, 34.165363, 25.196439, 15.433431, 13.795817, 7.160881, 5.016460, 3.508628, 1.226425, 1.173091];[-0.015821938493, -0.020025405465, -0.046410812162, -0.372759683563, 0.213450647082, -0.860483898880, 2.118302553239, 0.016649112006, -0.002030527833, 0.000953038520, -0.000185403398, 0.000091782460]
31;1;30;1S;-1923,059720564;0,2206;3;2;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[58.129217, 49.800588, 35.678566, 34.165363, 25.196439, 15.433431, 13.795817, 7.160881, 5.016460, 3.508628, 1.226425, 1.173091];[0.006036712012, 0.007457572378, 0.019411919621, 0.142178667600, -0.095233141290, 0.290368308525, -1.011876167839, 0.751673317442, 0.868170008170, 0.069432653322, -0.001854033980, 0.000827456355]
31;1;30;1S;-1923,059720564;0,2206;3;2;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[58.129217, 49.800588, 35.678566, 34.165363, 25.196439, 15.433431, 13.795817, 7.160881, 5.016460, 3.508628, 1.226425, 1.173091];[-0.001596505691, -0.002056832205, -0.004867157396, -0.035306690113, 0.022373424242, -0.070242007744, 0.253903094662, -0.254315055073, -0.293913176241, -0.280205062759, 1.615970501771, 0.049997682020]
31;1;30;1S;-1923,059720564;0,2206;3;2;2;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[58.092383, 45.925977, 24.082133, 19.494780, 15.815270, 12.915989, 5.949298, 4.802193, 3.013120, 1.173091];[0.000778937738, -0.002725057339, 0.004639333573, 1.072908105757, 1.287308023759, 0.268430027902, 0.030757507853, -0.002869332285, 0.002237608880, -0.000040661530]
31;1;30;1S;-1923,059720564;0,2206;3;2;3;1;6;[3, 3, 4, 2, 3, 4, 2, 3, 2, 3];[58.092383, 45.925977, 24.082133, 19.494780, 15.815270, 12.915989, 5.949298, 4.802193, 3.013120, 1.173091];[-0.000583958355, 0.002209194799, 0.017365657531, -0.490600217266, -0.865037792562, -0.404132249550, 1.525734496750, 1.117854037996, 0.571293267964, 0.001144646557]
31;1;30;1S;-1923,059720564;0,2206;3;2;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[30.050487, 23.020612, 9.585062, 7.768024, 4.351325, 3.272083, 2.044860, 1.173091];[0.003829518246, 0.018355756906, 0.685032825323, 0.572583812866, 1.563887656765, 0.553401120352, 0.309419698442, 0.001066003799]
32;1;31;2S;-2075,086490667;0,2897;4;1;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[60.410419, 51.716755, 36.938642, 35.115585, 26.208278, 16.069421, 14.353675, 7.503796, 5.367691, 3.949425, 1.367639, 1.062566];[0.047903373156, 0.064450661785, 0.133817412755, 1.211079603229, 0.013294880279, 0.001453387278, -0.001874257234, -0.000124733636, 0.000035496760, -0.000017253405, 0.000002828427, -0.000000989949]
32;1;31;2S;-2075,086490667;0,2897;4;1;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[60.410419, 51.716755, 36.938642, 35.115585, 26.208278, 16.069421, 14.353675, 7.503796, 5.367691, 3.949425, 1.367639, 1.062566];[-0.014894214396, -0.018910298071, -0.045768900626, -0.376627416234, 0.204810509322, -0.856593114527, 2.122295585232, 0.018331460460, -0.002887116988, 0.001172807307, -0.000115824091, 0.000036345289]
32;1;31;2S;-2075,086490667;0,2897;4;1;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[60.410419, 51.716755, 36.938642, 35.115585, 26.208278, 16.069421, 14.353675, 7.503796, 5.367691, 3.949425, 1.367639, 1.062566];[0.005743686962, 0.007097089341, 0.019441759527, 0.145163223902, -0.092728993335, 0.290502093128, -1.023680891287, 0.700174871989, 0.888229354760, 0.099692298074, -0.000147926739, 0.000132228968]
32;1;31;2S;-2075,086490667;0,2897;4;1;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[60.410419, 51.716755, 36.938642, 35.115585, 26.208278, 16.069421, 14.353675, 7.503796, 5.367691, 3.949425, 1.367639, 1.062566];[-0.001677398706, -0.002141826440, -0.005453348918, -0.039223213152, 0.023814225020, -0.074988108459, 0.277905268664, -0.270900810311, -0.286018329029, -0.366596682279, 1.693489769665, 0.014980764266]
32;1;31;2S;-2075,086490667;0,2897;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[48.105192, 39.206452, 23.258904, 18.357385, 13.225281, 6.763236, 5.752439, 4.709079, 2.903905, 1.082624, 1.062566];[-0.017502828957, -0.039075975020, 0.858493980714, 1.057510858183, 0.745905144279, 0.062006383349, -0.007697766466, 0.002830140449, -0.000666996057, -0.000123944181, 0.000219229332]
32;1;31;2S;-2075,086490667;0,2897;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[48.105192, 39.206452, 23.258904, 18.357385, 13.225281, 6.763236, 5.752439, 4.709079, 2.903905, 1.082624, 1.062566];[0.010803474511, 0.023714245047, -0.403406220790, -0.470390212245, -0.717821009531, 1.040721565588, 1.585924583455, 0.474932056126, 0.055600967671, -0.000098959386, 0.001363141042]
32;1;31;2S;-2075,086490667;0,2897;4;1;4;1;1;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[48.105192, 39.206452, 23.258904, 18.357385, 13.225281, 6.763236, 5.752439, 4.709079, 2.903905, 1.082624, 1.062566];[-0.001088100000, -0.002396900000, 0.038341500000, 0.043337600000, 0.074912200000, -0.128521500000, -0.189615700000, -0.099246300000, -0.137411400000, -0.060805500000, 1.211866400000]
32;1;31;2S;-2075,086490667;0,2897;4;1;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[31.101705, 23.869970, 9.908675, 8.007041, 4.489476, 3.394937, 2.150520, 1.062566];[0.003931343587, 0.018668189939, 0.738608765897, 0.605077164507, 1.616668284507, 0.508452189462, 0.169961356262, 0.000025930677]
33;1;32;1S;-2233,888333415;0,3607;4;1;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[62.722113, 53.655034, 38.205753, 36.073902, 27.199543, 16.710509, 14.917489, 7.870504, 5.770042, 4.382332, 1.510080, 1.160525];[0.045080744306, 0.061006627496, 0.130059564477, 1.218587663032, 0.014102113380, 0.001849367076, -0.002415759607, -0.000136613030, 0.000049780317, -0.000023334524, 0.000003535534, -0.000000989949]
33;1;32;1S;-2233,888333415;0,3607;4;1;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[62.722113, 53.655034, 38.205753, 36.073902, 27.199543, 16.710509, 14.917489, 7.870504, 5.770042, 4.382332, 1.510080, 1.160525];[-0.014062232557, -0.017943258837, -0.044943565591, -0.380178365068, 0.197119733127, -0.848820879631, 2.121160254584, 0.020618385211, -0.004145342794, 0.001538664356, -0.000136895873, 0.000037759502]
33;1;32;1S;-2233,888333415;0,3607;4;1;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[62.722113, 53.655034, 38.205753, 36.073902, 27.199543, 16.710509, 14.917489, 7.870504, 5.770042, 4.382332, 1.510080, 1.160525];[0.005481208925, 0.006790204998, 0.019376988546, 0.148077635211, -0.090585469839, 0.288833886810, -1.033172102768, 0.631502782721, 0.905667456513, 0.150110850050, 0.000762543953, -0.000013435029]
33;1;32;1S;-2233,888333415;0,3607;4;1;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[62.722113, 53.655034, 38.205753, 36.073902, 27.199543, 16.710509, 14.917489, 7.870504, 5.770042, 4.382332, 1.510080, 1.160525];[-0.001730714558, -0.002190475387, -0.005966849862, -0.042639528855, 0.024987880855, -0.077676528441, 0.297247467557, -0.276998333507, -0.259473823306, -0.463506798012, 1.725497382379, 0.020160180017]
33;1;32;1S;-2233,888333415;0,3607;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[50.112148, 40.770702, 24.029652, 19.126299, 13.878221, 7.349770, 6.171504, 5.149749, 3.373262, 1.219263, 1.160525];[-0.015418068237, -0.034823170928, 0.847843844261, 1.024182855793, 0.763295051759, 0.082396915764, -0.011297781541, 0.004622677043, -0.001488309968, -0.000247888362, 0.000404900654]
33;1;32;1S;-2233,888333415;0,3607;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[50.112148, 40.770702, 24.029652, 19.126299, 13.878221, 7.349770, 6.171504, 5.149749, 3.373262, 1.219263, 1.160525];[0.010102920444, 0.022497828441, -0.405186264986, -0.454949853651, -0.728849347200, 0.912799658209, 1.646304995512, 0.489425686934, 0.101194789948, 0.000513413050, 0.000754932739]
33;1;32;1S;-2233,888333415;0,3607;4;1;4;1;2;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[50.112148, 40.770702, 24.029652, 19.126299, 13.878221, 7.349770, 6.171504, 5.149749, 3.373262, 1.219263, 1.160525];[-0.001603576758, -0.003580647319, 0.060216082115, 0.065202033450, 0.119631153668, -0.183042792749, -0.300483753873, -0.136061345415, -0.248931568305, -0.274726823683, 1.919828569204]
33;1;32;1S;-2233,888333415;0,3607;4;1;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[32.338729, 24.790487, 10.232415, 8.255651, 4.658280, 3.508330, 2.126255, 1.160525];[0.003931659815, 0.018907890586, 0.787045372818, 0.621539982006, 1.663434892596, 0.458109677796, 0.071725833205, -0.000377892180]
34;1;33;2D;-2399,558572799;0,3585;4;1;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[65.377692, 55.847293, 39.559848, 37.014548, 28.120190, 17.319873, 15.459741, 8.280939, 6.220585, 4.790636, 1.645411, 1.254113];[0.041703178055, 0.057055597646, 0.126478068630, 1.226598758598, 0.015432888342, 0.002720239787, -0.003609921539, -0.000162351717, 0.000078630274, -0.000034648232, 0.000005091169, -0.000001414214]
34;1;33;2D;-2399,558572799;0,3585;4;1;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[65.377692, 55.847293, 39.559848, 37.014548, 28.120190, 17.319873, 15.459741, 8.280939, 6.220585, 4.790636, 1.645411, 1.254113];[-0.013049514225, -0.016840596522, -0.043775283767, -0.383833541441, 0.192206896633, -0.842603572547, 2.118473673080, 0.022325199560, -0.004786688645, 0.001622527220, -0.000143401255, 0.000033799704]
34;1;33;2D;-2399,558572799;0,3585;4;1;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[65.377692, 55.847293, 39.559848, 37.014548, 28.120190, 17.319873, 15.459741, 8.280939, 6.220585, 4.790636, 1.645411, 1.254113];[0.005138686400, 0.006445136889, 0.019008444492, 0.151047766535, -0.089150608758, 0.289401976398, -1.044404493987, 0.541961285334, 0.929376464043, 0.216098620556, 0.001722087855, -0.000145098311]
34;1;33;2D;-2399,558572799;0,3585;4;1;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[65.377692, 55.847293, 39.559848, 37.014548, 28.120190, 17.319873, 15.459741, 8.280939, 6.220585, 4.790636, 1.645411, 1.254113];[-0.001731845928, -0.002196697926, -0.006329454220, -0.045739343562, 0.026040480009, -0.080106713027, 0.314600433653, -0.270868141978, -0.232264212944, -0.561442642841, 1.753652253086, 0.023378222978]
34;1;33;2D;-2399,558572799;0,3585;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[51.128102, 41.788098, 24.775858, 19.694914, 14.273209, 7.647620, 6.289116, 5.258312, 3.668718, 1.334716, 1.254113];[-0.016359652094, -0.035800762285, 0.854936341812, 1.042272092595, 0.746043295500, 0.072515429192, -0.007576026825, 0.003822673693, -0.001531910885, -0.000179547598, 0.000290754432]
34;1;33;2D;-2399,558572799;0,3585;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[51.128102, 41.788098, 24.775858, 19.694914, 14.273209, 7.647620, 6.289116, 5.258312, 3.668718, 1.334716, 1.254113];[0.010597717372, 0.022808913638, -0.416412276477, -0.479929750048, -0.746666200742, 0.971971247079, 1.727019356772, 0.382937549652, 0.088558117314, -0.001771960880, 0.003855251906]
34;1;33;2D;-2399,558572799;0,3585;4;1;4;1;3;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[51.128102, 41.788098, 24.775858, 19.694914, 14.273209, 7.647620, 6.289116, 5.258312, 3.668718, 1.334716, 1.254113];[-0.002230881440, -0.004820124192, 0.081762151192, 0.090841907935, 0.163359757557, -0.261247474972, -0.422226875103, -0.178037156100, -0.301720999012, -0.540515206545, 2.578062537477]
34;1;33;2D;-2399,558572799;0,3585;4;1;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[33.211161, 25.555288, 10.535250, 8.471194, 4.847360, 3.668504, 2.235460, 1.254113];[0.004104636403, 0.019280723122, 0.837825227485, 0.637199897207, 1.669857794751, 0.380143722084, 0.043522743665, 0.000405403996]
35;1;34;3F;-2572,045209144;0,4353;4;1;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[67.294844, 57.492762, 40.727731, 37.992484, 29.205536, 17.993320, 16.047646, 8.689741, 6.726462, 5.212538, 1.777871, 1.294513];[0.040236355749, 0.054986178940, 0.122464530540, 1.232415277559, 0.015513215672, 0.002492268561, -0.003290309274, -0.000166170094, 0.000078630274, -0.000031395541, 0.000004666905, -0.000001131371]
35;1;34;3F;-2572,045209144;0,4353;4;1;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[67.294844, 57.492762, 40.727731, 37.992484, 29.205536, 17.993320, 16.047646, 8.689741, 6.726462, 5.212538, 1.777871, 1.294513];[-0.012627937162, -0.016218625397, -0.043331079287, -0.386754882397, 0.183203871674, -0.834023538864, 2.117880976176, 0.025679714130, -0.006448248159, 0.001875388605, -0.000161078925, 0.000031254120]
35;1;34;3F;-2572,045209144;0,4353;4;1;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[67.294844, 57.492762, 40.727731, 37.992484, 29.205536, 17.993320, 16.047646, 8.689741, 6.726462, 5.212538, 1.777871, 1.294513];[0.005021306675, 0.006269491565, 0.019055254961, 0.153722327224, -0.086105806959, 0.288008551775, -1.052932626032, 0.437172585845, 0.939390227435, 0.308273525017, 0.002787414931, -0.000250740065]
35;1;34;3F;-2572,045209144;0,4353;4;1;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[67.294844, 57.492762, 40.727731, 37.992484, 29.205536, 17.993320, 16.047646, 8.689741, 6.726462, 5.212538, 1.777871, 1.294513];[-0.001793364218, -0.002223426563, -0.006875199233, -0.048605954453, 0.026754657858, -0.080254215502, 0.328863908800, -0.263931707297, -0.181441478732, -0.676195608247, 1.781199153382, 0.023618497862]
35;1;34;3F;-2572,045209144;0,4353;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[53.152376, 43.442647, 25.742380, 20.365726, 14.707322, 8.473316, 6.551399, 5.251324, 2.261388, 1.369469, 1.294513];[-0.017173862485, -0.037365986230, 0.846739124387, 1.061852578752, 0.735463704352, 0.067828820467, 0.000267729229, 0.000675569271, -0.000246663617, -0.000158237037, 0.000313779636]
35;1;34;3F;-2572,045209144;0,4353;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[53.152376, 43.442647, 25.742380, 20.365726, 14.707322, 8.473316, 6.551399, 5.251324, 2.261388, 1.369469, 1.294513];[-0.011081491596, -0.023768133821, 0.424439009415, 0.509372371808, 0.782579884504, -0.925700385838, -1.922742895281, -0.376447136681, -0.020011106454, -0.009186566331, 0.019068297852]
35;1;34;3F;-2572,045209144;0,4353;4;1;4;1;4;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[53.152376, 43.442647, 25.742380, 20.365726, 14.707322, 8.473316, 6.551399, 5.251324, 2.261388, 1.369469, 1.294513];[-0.002748200000, -0.005887200000, 0.101009200000, 0.118803400000, 0.206588200000, -0.289487400000, -0.614091400000, -0.373308200000, 0.236301600000, -0.510653200000, 2.545954600000]
35;1;34;3F;-2572,045209144;0,4353;4;1;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[34.378207, 26.422317, 10.855664, 8.697743, 5.068949, 3.854851, 2.230536, 1.294513];[0.004120764019, 0.019481527753, 0.881499444249, 0.648501561337, 1.659847921046, 0.326267048905, 0.026305406716, -0.000013281566]
36;1;35;4F;-2751,567391694;0,5147;4;1;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[69.201790, 59.177858, 41.936246, 39.115180, 29.930317, 18.521771, 16.538482, 9.323638, 7.278250, 5.584657, 1.906199, 1.353182];[0.040763998829, 0.055315407857, 0.123364818894, 1.231081674170, 0.015426807224, 0.002822063164, -0.003761949497, -0.000178332330, 0.000078488853, -0.000029415642, 0.000005232590, -0.000001131371]
36;1;35;4F;-2751,567391694;0,5147;4;1;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[69.201790, 59.177858, 41.936246, 39.115180, 29.930317, 18.521771, 16.538482, 9.323638, 7.278250, 5.584657, 1.906199, 1.353182];[-0.012826775589, -0.016438818449, -0.043049933631, -0.387380671898, 0.186067795559, -0.827733965467, 2.107266172019, 0.025157586482, -0.004129362181, 0.001149614205, -0.000146371104, 0.000020506097]
36;1;35;4F;-2751,567391694;0,5147;4;1;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[69.201790, 59.177858, 41.936246, 39.115180, 29.930317, 18.521771, 16.538482, 9.323638, 7.278250, 5.584657, 1.906199, 1.353182];[0.005142929041, 0.006493078729, 0.018678649889, 0.155450637619, -0.086904979043, 0.292500094049, -1.066206010265, 0.285510060675, 1.009369474300, 0.391771522167, 0.003837751344, -0.000343795317]
36;1;35;4F;-2751,567391694;0,5147;4;1;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[69.201790, 59.177858, 41.936246, 39.115180, 29.930317, 18.521771, 16.538482, 9.323638, 7.278250, 5.584657, 1.906199, 1.353182];[-0.001919653490, -0.002363009441, -0.007247844507, -0.050935729876, 0.028471654544, -0.081224083163, 0.343557446292, -0.222928282112, -0.192166732968, -0.758651471422, 1.805200761698, 0.024179657804]
36;1;35;4F;-2751,567391694;0,5147;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[55.043824, 45.044477, 26.630231, 21.305871, 15.531247, 9.261751, 7.023782, 5.660143, 2.584145, 1.442330, 1.353182];[-0.014969321716, -0.032298726799, 0.823734006621, 1.002074986120, 0.772426504571, 0.104889600276, -0.001536564916, 0.001273979615, -0.000587387640, -0.000404655706, 0.000734601974]
36;1;35;4F;-2751,567391694;0,5147;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[55.043824, 45.044477, 26.630231, 21.305871, 15.531247, 9.261751, 7.023782, 5.660143, 2.584145, 1.442330, 1.353182];[-0.010151910239, -0.021619441419, 0.415821949449, 0.473386673047, 0.776048320104, -0.746085426724, -1.995529238039, -0.433371563660, -0.019844051253, -0.006004924104, 0.009842049787]
36;1;35;4F;-2751,567391694;0,5147;4;1;4;1;5;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[55.043824, 45.044477, 26.630231, 21.305871, 15.531247, 9.261751, 7.023782, 5.660143, 2.584145, 1.442330, 1.353182];[-0.003016679308, -0.006421540018, 0.116844390523, 0.129129571599, 0.243021681571, -0.287994822376, -0.738332875661, -0.459525385784, 0.285068033000, -0.739057361685, 3.005848689589]
36;1;35;4F;-2751,567391694;0,5147;4;1;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[35.500187, 27.356628, 11.193561, 8.909671, 5.278971, 4.049296, 2.357725, 1.353182];[0.004093884659, 0.019164667532, 0.923226646658, 0.678260491486, 1.625906246236, 0.271482485809, 0.022424659572, -0.000015178933]
37;1;36;7S;-2938,219928092;0,1537;4;1;1;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[71.149733, 60.975180, 43.257856, 40.353213, 30.610069, 18.978653, 16.972323, 10.189589, 7.792649, 5.929193, 2.031862, 1.420277];[0.042673045716, 0.056961835287, 0.127623581616, 1.224554937158, 0.015896891812, 0.003541756446, -0.004751333306, -0.000209162186, 0.000085277078, -0.000032668333, 0.000006363961, -0.000001272792]
37;1;36;7S;-2938,219928092;0,1537;4;1;2;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[71.149733, 60.975180, 43.257856, 40.353213, 30.610069, 18.978653, 16.972323, 10.189589, 7.792649, 5.929193, 2.031862, 1.420277];[-0.013463878799, -0.017041132005, -0.043945555080, -0.386313082080, 0.191623533538, -0.835024377802, 2.107858020395, 0.020743401690, 0.001294995359, -0.000032385491, -0.000116389776, 0.000006222540]
37;1;36;7S;-2938,219928092;0,1537;4;1;3;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[71.149733, 60.975180, 43.257856, 40.353213, 30.610069, 18.978653, 16.972323, 10.189589, 7.792649, 5.929193, 2.031862, 1.420277];[0.005439206782, 0.006898533757, 0.018596484081, 0.156441859905, -0.088098999553, 0.306528809745, -1.089585223192, 0.156389675424, 1.076251169198, 0.457913866215, 0.005004618955, -0.000458488037]
37;1;36;7S;-2938,219928092;0,1537;4;1;4;0;2;[2, 3, 3, 1, 3, 4, 3, 3, 3, 3, 2, 3];[71.149733, 60.975180, 43.257856, 40.353213, 30.610069, 18.978653, 16.972323, 10.189589, 7.792649, 5.929193, 2.031862, 1.420277];[-0.002099541455, -0.002552089795, -0.007684836498, -0.052823704982, 0.030261341808, -0.084079521766, 0.361025529371, -0.172373682792, -0.229569994687, -0.821042613996, 1.826651553012, 0.025109927485]
37;1;36;7S;-2938,219928092;0,1537;4;1;2;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[57.378975, 46.928310, 27.753521, 22.214347, 16.267955, 10.403879, 7.474201, 6.039786, 2.800968, 1.521567, 1.420277];[-0.014936988451, -0.032123833232, 0.796272042268, 0.971476205202, 0.774244025960, 0.155003955872, 0.001357017318, 0.000811760901, -0.000266994382, -0.000179057700, 0.000333130605]
37;1;36;7S;-2938,219928092;0,1537;4;1;3;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[57.378975, 46.928310, 27.753521, 22.214347, 16.267955, 10.403879, 7.474201, 6.039786, 2.800968, 1.521567, 1.420277];[-0.010541379108, -0.022524772828, 0.414898736765, 0.466090377951, 0.796500089763, -0.637293299390, -2.066233024617, -0.478837277623, -0.024200223812, -0.009652214331, 0.018610978117]
37;1;36;7S;-2938,219928092;0,1537;4;1;4;1;6;[2, 3, 2, 3, 3, 2, 3, 4, 3, 3, 2];[57.378975, 46.928310, 27.753521, 22.214347, 16.267955, 10.403879, 7.474201, 6.039786, 2.800968, 1.521567, 1.420277];[-0.003558128800, -0.007578966213, 0.133438648177, 0.145754192706, 0.286744617759, -0.292056581216, -0.864257875028, -0.539011687593, 0.369440616221, -0.925753539765, 3.366665414418]
37;1;36;7S;-2938,219928092;0,1537;4;1;3;2;10;[3, 4, 3, 4, 3, 4, 3, 3];[36.707772, 28.320179, 11.601158, 9.232610, 5.523683, 4.174027, 2.116605, 1.420277];[0.003990794407, 0.018573321609, 0.939921575337, 0.687910181766, 1.630867227429, 0.235293696494, 0.009671826224, -0.000418369334]
38;1;37;6S;-3131,373774334;0,2092;5;0;1;0;2;[2, 3, 1, 4, 4, 2, 2, 3, 3, 4, 2, 3, 2, 3];[55.832561, 47.667376, 39.546125, 27.408289, 19.326156, 16.505756, 10.753302, 7.969094, 5.847222, 2.227859, 2.221386, 1.397258, 0.872953, 0.870502];[-0.032217764850, -0.053220957571, -1.314201652034, 0.048745254489, 0.028904403895, -0.105662400627, -0.000500207337, 0.000009333810, 0.000085135656, 0.000065478088, -0.000076367532, -0.000168715678, 0.000199404112, -0.000066043773]
