Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
49;-1;50;3F;-5740,175135526;0,2129;5;1;1;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[93.002524, 66.567623, 51.788992, 33.585927, 24.979585, 24.848421, 15.425961, 11.634093, 9.743264, 4.673739, 3.845632, 2.839156, 1.128559, 0.694271, 0.206907];[-0.019280114917, 0.028521293441, 1.333904475385, -0.180170807846, -0.108636916013, 0.345552335943, 0.012986298879, -0.003901532376, 0.002639346771, 0.001485489926, -0.002210274377, 0.000202232539, -0.000008909545, 0.000004101219, -0.000000848528]
49;-1;50;3F;-5740,175135526;0,2129;5;1;2;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[93.002524, 66.567623, 51.788992, 33.585927, 24.979585, 24.848421, 15.425961, 11.634093, 9.743264, 4.673739, 3.845632, 2.839156, 1.128559, 0.694271, 0.206907];[-0.019449113438, 0.026396296142, 0.462556729340, -0.393675053622, -0.748657224177, -0.060160220679, -0.335933986662, 0.060957271443, -0.049660109243, -0.038026647057, 0.055386401378, -0.004416164691, 0.000106773124, -0.000039315137, 0.000006081118]
49;-1;50;3F;-5740,175135526;0,2129;5;1;3;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[93.002524, 66.567623, 51.788992, 33.585927, 24.979585, 24.848421, 15.425961, 11.634093, 9.743264, 4.673739, 3.845632, 2.839156, 1.128559, 0.694271, 0.206907];[-0.010026349893, 0.014123468005, 0.206167447235, -0.144503776118, -0.487770318680, 0.039877852610, -0.481527980015, 1.293959871895, 0.409174834265, -0.272755127134, 0.420867410578, -0.039033708535, 0.001647417379, -0.000743310648, 0.000137178716]
49;-1;50;3F;-5740,175135526;0,2129;5;1;4;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[93.002524, 66.567623, 51.788992, 33.585927, 24.979585, 24.848421, 15.425961, 11.634093, 9.743264, 4.673739, 3.845632, 2.839156, 1.128559, 0.694271, 0.206907];[0.004788809965, -0.006873926441, -0.089499353823, 0.047466946850, 0.255096973752, 0.010686787627, 0.098395181394, -0.221830145281, -1.405311370841, 0.505995713122, 1.335897243716, 0.255949178844, -0.003202062348, 0.001734674356, -0.000312399776]
49;-1;50;3F;-5740,175135526;0,2129;5;1;5;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[93.002524, 66.567623, 51.788992, 33.585927, 24.979585, 24.848421, 15.425961, 11.634093, 9.743264, 4.673739, 3.845632, 2.839156, 1.128559, 0.694271, 0.206907];[-0.001384797920, 0.002057397891, 0.023448226550, -0.008330566411, -0.073879223605, -0.012026754977, 0.005849187294, 0.002840730783, 0.528435746823, 0.076308701084, -0.526715214603, -0.589869325394, 1.153937031449, 0.551658123467, 0.009261826041]
49;-1;50;3F;-5740,175135526;0,2129;5;1;2;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[60.694232, 53.463933, 35.070087, 24.998843, 20.280370, 11.448377, 9.049896, 4.240247, 3.537174, 2.545946, 1.284620, 0.622346, 0.345918, 0.206907];[0.037411056842, 0.045144830806, 0.260211010019, -2.316700209388, -0.532142583508, -0.005785939721, -0.003194869472, -0.006599660214, 0.009173828985, -0.000217514689, -0.000045070611, 0.000042866070, -0.000022780255, 0.000007593418]
49;-1;50;3F;-5740,175135526;0,2129;5;1;3;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[60.694232, 53.463933, 35.070087, 24.998843, 20.280370, 11.448377, 9.049896, 4.240247, 3.537174, 2.545946, 1.284620, 0.622346, 0.345918, 0.206907];[0.068958770086, 0.080708727433, 0.380822660208, -1.533300725617, -0.253285077771, 1.908336711257, 0.775710045571, -0.229720006649, 0.352369632305, -0.021941304371, 0.000736316617, -0.000475935857, 0.000206981883, -0.000064421580]
49;-1;50;3F;-5740,175135526;0,2129;5;1;4;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[60.694232, 53.463933, 35.070087, 24.998843, 20.280370, 11.448377, 9.049896, 4.240247, 3.537174, 2.545946, 1.284620, 0.622346, 0.345918, 0.206907];[-0.047318508004, -0.054939115543, -0.257903590681, 0.778660945864, -0.014808390240, -0.738394518829, -1.686853113867, 0.177597314413, 2.706788064549, 0.588481092541, 0.004251579347, -0.000096754845, 0.000161911272, -0.000024004999]
49;-1;50;3F;-5740,175135526;0,2129;5;1;5;1;2;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[60.694232, 53.463933, 35.070087, 24.998843, 20.280370, 11.448377, 9.049896, 4.240247, 3.537174, 2.545946, 1.284620, 0.622346, 0.345918, 0.206907];[0.004888936285, 0.005664632424, 0.026613095081, -0.075436414159, 0.005859793896, 0.065779315427, 0.194772138614, 0.060245214914, -0.314844385492, -0.222251863766, 0.260876723160, 0.793930725792, 0.496947716171, 0.040001172033]
49;-1;50;3F;-5740,175135526;0,2129;5;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[53.933298, 41.326188, 20.719616, 19.105212, 11.620626, 8.696235, 6.701076, 4.157477, 2.726803, 1.795842, 0.878993, 0.206907];[0.002456141059, 0.012373992484, -0.293012220802, 0.767428499581, 1.586803101829, 1.071590595185, 0.194174600078, 0.007149909790, -0.000818081231, 0.000223573031, -0.000042058293, 0.000002846050]
49;-1;50;3F;-5740,175135526;0,2129;5;1;4;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[53.933298, 41.326188, 20.719616, 19.105212, 11.620626, 8.696235, 6.701076, 4.157477, 2.726803, 1.795842, 0.878993, 0.206907];[-0.001166880457, -0.006043112609, 0.215325810436, -0.426104581825, -0.349908552920, -1.081427492302, 0.457561022622, 1.544349208014, 1.516534762398, 0.430447021508, 0.008656418867, 0.000133131889]
50;-1;51;2S;-6022,972651014;0,2695;5;1;1;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[94.900535, 68.137341, 52.948296, 34.761265, 26.007709, 25.949436, 16.903961, 11.858400, 10.176580, 4.868171, 4.006024, 3.039834, 1.301440, 0.827032, 0.348192];[-0.019542027269, 0.028080907337, 1.330909029639, -0.181012689180, -0.105996013607, 0.346730375840, 0.013752519787, -0.003317462175, 0.002521684203, 0.001292732617, -0.001952887508, 0.000201101169, -0.000008343860, 0.000004101219, -0.000001131371]
50;-1;51;2S;-6022,972651014;0,2695;5;1;2;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[94.900535, 68.137341, 52.948296, 34.761265, 26.007709, 25.949436, 16.903961, 11.858400, 10.176580, 4.868171, 4.006024, 3.039834, 1.301440, 0.827032, 0.348192];[-0.018739461072, 0.024837549953, 0.460205316450, -0.373155521939, -0.734149655769, 0.017786988238, -0.430065455587, 0.041563312334, -0.037106701135, -0.025009518322, 0.037236808783, -0.003412921590, 0.000068589358, -0.000023617366, 0.000004384062]
50;-1;51;2S;-6022,972651014;0,2695;5;1;3;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[94.900535, 68.137341, 52.948296, 34.761265, 26.007709, 25.949436, 16.903961, 11.858400, 10.176580, 4.868171, 4.006024, 3.039834, 1.301440, 0.827032, 0.348192];[-0.009679867570, 0.013293748908, 0.205876119241, -0.139443437149, -0.443508969711, 0.110235118760, -0.582928223808, 1.271409529536, 0.397020941489, -0.298429325831, 0.472886569464, -0.051537760589, 0.002209708691, -0.001117087293, 0.000297550534]
50;-1;51;2S;-6022,972651014;0,2695;5;1;4;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[94.900535, 68.137341, 52.948296, 34.761265, 26.007709, 25.949436, 16.903961, 11.858400, 10.176580, 4.868171, 4.006024, 3.039834, 1.301440, 0.827032, 0.348192];[0.004768162447, -0.006687250251, -0.090752771303, 0.044912594314, 0.239031931947, -0.018135874724, 0.161681096889, -0.128706444941, -1.459510964197, 0.745468596858, 1.014901029228, 0.299632680151, -0.004660682216, 0.003082419881, -0.000812748534]
50;-1;51;2S;-6022,972651014;0,2695;5;1;5;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[94.900535, 68.137341, 52.948296, 34.761265, 26.007709, 25.949436, 16.903961, 11.858400, 10.176580, 4.868171, 4.006024, 3.039834, 1.301440, 0.827032, 0.348192];[-0.001509390135, 0.002188495488, 0.025815054368, -0.008140071844, -0.076537379417, -0.006197225252, -0.012273535244, -0.030777388337, 0.597708311170, 0.022683702698, -0.382165617966, -0.818533516294, 1.115540850388, 0.660015308037, 0.015375612693]
50;-1;51;2S;-6022,972651014;0,2695;5;1;2;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[61.557331, 54.446852, 35.958273, 25.603693, 20.785282, 11.749263, 9.457270, 4.402498, 3.621333, 2.448783, 1.797727, 0.963211, 0.565190, 0.348192];[0.038761950435, 0.045013293207, 0.256847615653, -2.308155409369, -0.539484684063, -0.004065418126, -0.005527518554, -0.010533295792, 0.014285179231, -0.000434784429, -0.000162891068, 0.000150643619, -0.000063931682, 0.000017881275]
50;-1;51;2S;-6022,972651014;0,2695;5;1;3;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[61.557331, 54.446852, 35.958273, 25.603693, 20.785282, 11.749263, 9.457270, 4.402498, 3.621333, 2.448783, 1.797727, 0.963211, 0.565190, 0.348192];[0.067283319102, 0.075840611518, 0.358859310430, -1.503591354424, -0.277023082868, 1.894116933402, 0.757728096420, -0.339871355842, 0.510552780915, -0.041279046094, 0.005486367126, -0.002140854035, 0.000623150191, -0.000147704231]
50;-1;51;2S;-6022,972651014;0,2695;5;1;4;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[61.557331, 54.446852, 35.958273, 25.603693, 20.785282, 11.749263, 9.457270, 4.402498, 3.621333, 2.448783, 1.797727, 0.963211, 0.565190, 0.348192];[-0.046950839594, -0.052477868249, -0.247264476932, 0.772353509776, -0.000347582595, -0.681272173079, -1.732000394164, 0.404316206229, 2.709760765301, 0.340370806800, -0.009641436577, 0.006675839345, -0.001808458277, 0.000344643207]
50;-1;51;2S;-6022,972651014;0,2695;5;1;5;1;3;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[61.557331, 54.446852, 35.958273, 25.603693, 20.785282, 11.749263, 9.457270, 4.402498, 3.621333, 2.448783, 1.797727, 0.963211, 0.565190, 0.348192];[0.007702603146, 0.008588373929, 0.040517518131, -0.117832628874, 0.007875461817, 0.091960985962, 0.319984955163, 0.079538890775, -0.501106200931, -0.481104305000, 0.048707000760, 1.053665742382, 0.859063425563, 0.072128484600]
50;-1;51;2S;-6022,972651014;0,2695;5;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[55.822411, 42.711782, 22.202820, 18.939736, 11.836843, 9.058130, 7.334322, 4.348937, 2.914349, 1.946943, 1.009402, 0.348192];[0.002133904965, 0.010836176858, -0.072613484544, 0.566233643097, 1.624314355662, 0.911292843224, 0.291642638348, 0.010824160203, -0.002094060267, 0.000540117024, -0.000103090252, 0.000012965338]
50;-1;51;2S;-6022,972651014;0,2695;5;1;4;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[55.822411, 42.711782, 22.202820, 18.939736, 11.836843, 9.058130, 7.334322, 4.348937, 2.914349, 1.946943, 1.009402, 0.348192];[-0.001111856825, -0.005833769827, 0.080641242612, -0.310862645739, -0.323596821648, -1.242164800858, 0.523226350691, 1.615121298276, 1.533055133350, 0.358634858123, 0.009628186792, 0.000105936302]
51;-1;52;1S;-6313,481511833;0,3176;5;1;1;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[96.798546, 69.652001, 54.100312, 35.654960, 26.659081, 26.648000, 17.135996, 12.212107, 10.809756, 5.084521, 4.177670, 3.294303, 1.426771, 0.923016, 0.380412];[-0.020071650248, 0.028205640973, 1.328977921019, -0.184792599190, -0.108122000855, 0.353845001430, 0.015106770695, -0.005287744510, 0.004269086481, 0.001791384319, -0.002745695631, 0.000323289220, -0.000006646804, 0.000002545584, -0.000000565685]
51;-1;52;1S;-6313,481511833;0,3176;5;1;2;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[96.798546, 69.652001, 54.100312, 35.654960, 26.659081, 26.648000, 17.135996, 12.212107, 10.809756, 5.084521, 4.177670, 3.294303, 1.426771, 0.923016, 0.380412];[-0.018547410871, 0.024211760452, 0.459226822086, -0.369665949973, -0.747273981892, 0.028781508736, -0.434669144997, 0.063817376952, -0.055464465967, -0.027639672706, 0.042150069541, -0.004669167498, 0.000037900923, -0.000003818377, -0.000001838478]
51;-1;52;1S;-6313,481511833;0,3176;5;1;3;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[96.798546, 69.652001, 54.100312, 35.654960, 26.659081, 26.648000, 17.135996, 12.212107, 10.809756, 5.084521, 4.177670, 3.294303, 1.426771, 0.923016, 0.380412];[-0.009603075774, 0.012982763345, 0.206258946853, -0.139595323686, -0.445591540603, 0.118661568850, -0.609105175427, 1.178986996280, 0.476427335960, -0.352960410847, 0.577470066564, -0.076882447526, 0.002341937659, -0.001109450540, 0.000257811132]
51;-1;52;1S;-6313,481511833;0,3176;5;1;4;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[96.798546, 69.652001, 54.100312, 35.654960, 26.659081, 26.648000, 17.135996, 12.212107, 10.809756, 5.084521, 4.177670, 3.294303, 1.426771, 0.923016, 0.380412];[0.004819356978, -0.006660521615, -0.092172641720, 0.045344070872, 0.243397467793, -0.022207961255, 0.185134697450, 0.177747270064, -1.674485284971, 1.104334056434, 0.456529209716, 0.417291854428, -0.004905624005, 0.003394253971, -0.000772302026]
51;-1;52;1S;-6313,481511833;0,3176;5;1;5;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[96.798546, 69.652001, 54.100312, 35.654960, 26.659081, 26.648000, 17.135996, 12.212107, 10.809756, 5.084521, 4.177670, 3.294303, 1.426771, 0.923016, 0.380412];[-0.001622527220, 0.002308420798, 0.028113151406, -0.009240612838, -0.083285440851, -0.004827417995, -0.020068821821, -0.166528172453, 0.740962205342, -0.079135855416, -0.068599115849, -1.132549031217, 1.211383234881, 0.633311279024, 0.013483677789]
51;-1;52;1S;-6313,481511833;0,3176;5;1;2;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[63.108478, 55.799187, 36.824657, 26.158874, 21.264468, 12.079975, 10.066493, 4.665185, 3.822874, 2.819023, 1.833682, 1.026448, 0.607960, 0.380412];[0.037341246384, 0.043451253598, 0.248294242420, -2.295863379942, -0.541401654735, -0.001361426399, -0.008360108492, -0.012744450183, 0.017767863747, -0.000985674672, -0.000174648619, 0.000177343057, -0.000073484692, 0.000020330765]
51;-1;52;1S;-6313,481511833;0,3176;5;1;3;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[63.108478, 55.799187, 36.824657, 26.158874, 21.264468, 12.079975, 10.066493, 4.665185, 3.822874, 2.819023, 1.833682, 1.026448, 0.607960, 0.380412];[0.063955197388, 0.072370664348, 0.342473938693, -1.484657288611, -0.295641409454, 1.787913671777, 0.802291418362, -0.487405592743, 0.753726365027, -0.079432298328, 0.005504738299, -0.002865658050, 0.000818864421, -0.000197428873]
51;-1;52;1S;-6313,481511833;0,3176;5;1;4;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[63.108478, 55.799187, 36.824657, 26.158874, 21.264468, 12.079975, 10.066493, 4.665185, 3.822874, 2.819023, 1.833682, 1.026448, 0.607960, 0.380412];[-0.046113604000, -0.051736407704, -0.243704388540, 0.781273081726, 0.014606797234, -0.456467802445, -1.822944069538, 1.018241373473, 1.770856405004, 0.549848475164, -0.002664554942, 0.006202352978, -0.000932275796, 0.000346357850]
51;-1;52;1S;-6313,481511833;0,3176;5;1;5;1;4;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[63.108478, 55.799187, 36.824657, 26.158874, 21.264468, 12.079975, 10.066493, 4.665185, 3.822874, 2.819023, 1.833682, 1.026448, 0.607960, 0.380412];[0.010005800000, 0.011201200000, 0.052802400000, -0.156667000000, 0.008528600000, 0.067106400000, 0.449769400000, 0.009614800000, -0.374803600000, -0.780435000000, 0.215387600000, 1.253326400000, 0.852704200000, 0.067699800000]
51;-1;52;1S;-6313,481511833;0,3176;5;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[57.719626, 44.051548, 23.600649, 19.719256, 12.226480, 9.309346, 7.533815, 4.424274, 3.010951, 1.978292, 1.023030, 0.380412];[0.002134853648, 0.011132166047, -0.076004394879, 0.540638167715, 1.653622977472, 0.927333180428, 0.272018808100, 0.008651042995, -0.001650708939, 0.000305159794, -0.000072099931, 0.000009486833]
51;-1;52;1S;-6313,481511833;0,3176;5;1;4;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[57.719626, 44.051548, 23.600649, 19.719256, 12.226480, 9.309346, 7.533815, 4.424274, 3.010951, 1.978292, 1.023030, 0.380412];[-0.001221587860, -0.006561726145, 0.076506248344, -0.299226412632, -0.361976436926, -1.316891635562, 0.607148456375, 1.768347564933, 1.470368038382, 0.233919054395, 0.004713374852, 0.000343739582]
52;-1;53;2P;-6611,827941644;0,3312;5;1;1;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[98.696557, 71.109902, 55.203765, 36.413466, 27.185358, 27.176295, 17.146329, 12.624989, 11.500387, 5.338931, 4.354008, 3.598887, 1.543469, 1.014789, 0.439220];[-0.020355058646, 0.028235763722, 1.328340534967, -0.187133122635, -0.110604369921, 0.358808891034, 0.016048354084, -0.008259290047, 0.006758809457, 0.001999697977, -0.003252832615, 0.000548149177, -0.000007636753, 0.000003111270, -0.000000707107]
52;-1;53;2P;-6611,827941644;0,3312;5;1;2;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[98.696557, 71.109902, 55.203765, 36.413466, 27.185358, 27.176295, 17.146329, 12.624989, 11.500387, 5.338931, 4.354008, 3.598887, 1.543469, 1.014789, 0.439220];[-0.018449123028, 0.023854247263, 0.459103785506, -0.372713297358, -0.761113051549, 0.023670258079, -0.421193245383, 0.106055127734, -0.090567792169, -0.031705112433, 0.051166670951, -0.008200458763, 0.000039597980, -0.000002545584, -0.000002828427]
52;-1;53;2P;-6611,827941644;0,3312;5;1;3;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[98.696557, 71.109902, 55.203765, 36.413466, 27.185358, 27.176295, 17.146329, 12.624989, 11.500387, 5.338931, 4.354008, 3.598887, 1.543469, 1.014789, 0.439220];[-0.009534062152, 0.012745034045, 0.206913586311, -0.142860742801, -0.455995909782, 0.115649293962, -0.622757286051, 0.994237672025, 0.648183855953, -0.428633564356, 0.747497710477, -0.139575948960, 0.002878490285, -0.001408839551, 0.000338421305]
52;-1;53;2P;-6611,827941644;0,3312;5;1;4;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[98.696557, 71.109902, 55.203765, 36.413466, 27.185358, 27.176295, 17.146329, 12.624989, 11.500387, 5.338931, 4.354008, 3.598887, 1.543469, 1.014789, 0.439220];[0.004801396466, -0.006540596305, -0.093512184806, 0.048435541719, 0.251059818295, -0.022210931104, 0.206389903029, 0.649676275525, -2.029264940144, 1.528017024794, -0.357150159946, 0.701211773373, -0.006154940266, 0.004642580283, -0.001108602012]
52;-1;53;2P;-6611,827941644;0,3312;5;1;5;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1];[98.696557, 71.109902, 55.203765, 36.413466, 27.185358, 27.176295, 17.146329, 12.624989, 11.500387, 5.338931, 4.354008, 3.598887, 1.543469, 1.014789, 0.439220];[-0.001724350597, 0.002426507630, 0.030117657710, -0.010257573811, -0.091574429383, -0.006581749919, -0.021489823608, -0.409245262101, 0.975505989127, -0.176986564589, 0.442578558609, -1.612040826546, 1.270929262610, 0.625294385182, 0.013371106390]
52;-1;53;2P;-6611,827941644;0,3312;5;1;2;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[64.685899, 57.184474, 37.739300, 26.741405, 21.741953, 12.398140, 10.781732, 4.928817, 3.986007, 3.099862, 2.193439, 1.200562, 0.704625, 0.439220];[0.037095072665, 0.043111754320, 0.244465445003, -2.288592559539, -0.545775218671, 0.005451829321, -0.015605944100, -0.018068661088, 0.026026073466, -0.002513421425, -0.000252297444, 0.000230252036, -0.000091610916, 0.000024984795]
52;-1;53;2P;-6611,827941644;0,3312;5;1;3;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[64.685899, 57.184474, 37.739300, 26.741405, 21.741953, 12.398140, 10.781732, 4.928817, 3.986007, 3.099862, 2.193439, 1.200562, 0.704625, 0.439220];[0.061338652445, 0.069476837166, 0.328487107313, -1.469000640073, -0.315893300750, 1.624284327674, 0.887358277945, -0.687624924727, 1.122913948958, -0.182968065623, 0.010642787983, -0.003721509766, 0.000918068756, -0.000216289944]
52;-1;53;2P;-6611,827941644;0,3312;5;1;4;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[64.685899, 57.184474, 37.739300, 26.741405, 21.741953, 12.398140, 10.781732, 4.928817, 3.986007, 3.099862, 2.193439, 1.200562, 0.704625, 0.439220];[-0.045556100134, -0.051149020064, -0.240790230593, 0.792418994902, 0.032053287927, -0.067107690687, -2.046576359329, 1.672402839028, 0.720984770483, 0.807876744873, -0.005593899726, 0.009330596328, -0.000212615710, 0.000424251623]
52;-1;53;2P;-6611,827941644;0,3312;5;1;5;1;5;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[64.685899, 57.184474, 37.739300, 26.741405, 21.741953, 12.398140, 10.781732, 4.928817, 3.986007, 3.099862, 2.193439, 1.200562, 0.704625, 0.439220];[0.012327442760, 0.013810179436, 0.065058174199, -0.196716291466, 0.007950563301, -0.036396478470, 0.634329329105, -0.116461575686, -0.039052480013, -1.301985015346, 0.155378549980, 1.507345498400, 1.026419153217, 0.080963549329]
52;-1;53;2P;-6611,827941644;0,3312;5;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[58.017463, 44.619250, 23.468745, 20.663265, 12.602923, 9.590733, 7.865781, 4.505846, 3.085856, 1.975996, 1.029740, 0.439220];[0.002292651304, 0.011358268900, -0.153513717696, 0.595105238134, 1.678046512752, 0.909563709800, 0.283125992153, 0.009637041169, -0.002540257644, 0.000513237664, -0.000127123562, 0.000023084627]
52;-1;53;2P;-6611,827941644;0,3312;5;1;4;2;10;[3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3];[58.017463, 44.619250, 23.468745, 20.663265, 12.602923, 9.590733, 7.865781, 4.505846, 3.085856, 1.975996, 1.029740, 0.439220];[-0.001333848717, -0.006794153553, 0.135714521658, -0.356866512455, -0.374752354901, -1.433812424858, 0.698511717621, 1.980624623477, 1.334590271170, 0.144348172126, 0.002552274300, 0.000362080792]
53;-1;54;3P;-6918,075874765;0,3838;5;1;1;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 4, 3, 2, 2, 2, 2, 1];[99.544887, 72.197354, 56.329742, 37.245551, 27.923028, 27.919883, 17.738763, 12.821800, 12.583482, 5.587956, 4.521078, 3.895939, 1.664154, 1.112226, 0.508250];[-0.021944776111, 0.028869189977, 1.329257511041, -0.184157051615, -0.106675684645, 0.353405322433, 0.015036484281, -0.003286915162, 0.001918380697, 0.001438538036, -0.002575990004, 0.000623526760, -0.000007495332, 0.000003535534, -0.000000848528]
53;-1;54;3P;-6918,075874765;0,3838;5;1;2;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 4, 3, 2, 2, 2, 2, 1];[99.544887, 72.197354, 56.329742, 37.245551, 27.923028, 27.919883, 17.738763, 12.821800, 12.583482, 5.587956, 4.521078, 3.895939, 1.664154, 1.112226, 0.508250];[-0.019481640350, 0.024021690149, 0.460679077994, -0.362914353005, -0.750708965213, 0.040190818072, -0.457586334354, 0.046689412234, -0.031377297730, -0.031309698321, 0.054864556574, -0.012432210005, 0.000022344574, 0.000007353911, -0.000006081118]
53;-1;54;3P;-6918,075874765;0,3838;5;1;3;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 4, 3, 2, 2, 2, 2, 1];[99.544887, 72.197354, 56.329742, 37.245551, 27.923028, 27.919883, 17.738763, 12.821800, 12.583482, 5.587956, 4.521078, 3.895939, 1.664154, 1.112226, 0.508250];[-0.010062412339, 0.012808107970, 0.208467665594, -0.139811839782, -0.442267431625, 0.132869041140, -0.665272788377, 1.473254715860, 0.137013676827, -0.514934957050, 0.984674194231, -0.253915681163, 0.003487309223, -0.001760130200, 0.000442224581]
53;-1;54;3P;-6918,075874765;0,3838;5;1;4;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 4, 3, 2, 2, 2, 2, 1];[99.544887, 72.197354, 56.329742, 37.245551, 27.923028, 27.919883, 17.738763, 12.821800, 12.583482, 5.587956, 4.521078, 3.895939, 1.664154, 1.112226, 0.508250];[0.005132463861, -0.006650904962, -0.095394503058, 0.047368800429, 0.248351882166, -0.029694242169, 0.245160002156, -0.745781138055, -0.546570631597, 1.936588979817, -1.338052363764, 1.165139582762, -0.007160163266, 0.005915089646, -0.001490722516]
53;-1;54;3P;-6918,075874765;0,3838;5;1;5;0;2;[1, 3, 1, 3, 3, 2, 2, 3, 4, 3, 2, 2, 2, 2, 1];[99.544887, 72.197354, 56.329742, 37.245551, 27.923028, 27.919883, 17.738763, 12.821800, 12.583482, 5.587956, 4.521078, 3.895939, 1.664154, 1.112226, 0.508250];[-0.001943836541, 0.002606112753, 0.032112123097, -0.009737850326, -0.096276265214, -0.006406104595, -0.031121749339, 0.279366292696, 0.282640197092, -0.296923471230, 1.216833755372, -2.312332512575, 1.294303101526, 0.648604584488, 0.015049777888]
53;-1;54;3P;-6918,075874765;0,3838;5;1;2;1;6;[2, 3, 3, 2, 3, 3, 3, 3, 2, 2, 3, 2, 2, 2];[66.299859, 58.616682, 38.696883, 27.346853, 22.234664, 12.733619, 11.610025, 5.190359, 4.147298, 3.429415, 2.407831, 1.325387, 0.792179, 0.508250];[0.037241552151, 0.043129880544, 0.241985826536, -2.280832820983, -0.552884127803, 0.019531251413, -0.029618250174, -0.022187233141, 0.034248765584, -0.005531682686, -0.000339499278, 0.000308145810, -0.000122719436, 0.000034047907]
