Z;Q;N;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
1;-1;2;1S;-0,487929734;0,5;1;0;1;0;2;[2, 1, 1, 1, 1, 1];[3.461036, 1.704290, 1.047762, 0.626983, 0.392736, 0.304047];[0.000820668130, 0.106644147682, 0.344790923361, 0.491647243740, 0.474793636453, 0.104819812187]
3;-1;4;2S;-7,428232059;0,1982;2;0;1;0;2;[1, 1, 1, 1, 1, 2, 1, 2, 1];[10.425629, 5.519814, 3.412780, 2.409164, 1.431054, 0.712248, 0.325496, 0.246090, 0.170515];[0.001909471152, -0.074982593027, -0.216947290114, -1.139875788841, -0.006162435598, 0.000359775930, -0.000216798939, 0.000223021479, -0.000205626652]
3;-1;4;2S;-7,428232059;0,1982;2;0;2;0;2;[1, 1, 1, 1, 1, 2, 1, 2, 1];[10.425629, 5.519814, 3.412780, 2.409164, 1.431054, 0.712248, 0.325496, 0.246090, 0.170515];[0.000256821183, -0.006150839047, -0.042240296366, -0.015910609683, -0.299854145995, 0.194360319624, 1.031156848442, 0.228328173758, 0.139701813967]
5;-1;6;1S;-24,519221361;0,3051;2;1;1;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[15.943800, 7.666923, 6.168477, 4.180044, 2.377138, 2.095029, 0.942132, 0.623905, 0.230077];[0.000816284068, 0.318753837464, 0.202224054138, 0.932197112993, -0.000117803990, 0.001462438245, 0.000470650274, 0.000177200959, 0.000007071068]
5;-1;6;1S;-24,519221361;0,3051;2;1;2;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[15.943800, 7.666923, 6.168477, 4.180044, 2.377138, 2.095029, 0.942132, 0.623905, 0.230077];[-0.000166311515, 0.019191019463, 0.049898545649, -0.284659269795, -0.586035392426, 0.139520511788, 1.254936628540, 0.424937800053, 0.002474873734]
5;-1;6;1S;-24,519221361;0,3051;2;1;2;1;2;[3, 2, 3, 2, 2, 2, 2, 2];[12.230333, 5.660905, 2.245340, 1.755314, 1.007474, 0.593488, 0.353591, 0.230077];[0.000057699913, 0.008431258416, -0.074536974333, 0.413856871106, 0.532026435058, 0.485934245212, 0.248283009965, 0.017076063080]
6;-1;7;2P;-37,708843613;0,414;2;1;1;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[18.920161, 9.204405, 7.499563, 5.079154, 3.263494, 2.347924, 1.219231, 0.842734, 0.392560];[-0.000766928015, -0.327316476320, -0.213141075733, -0.909467165512, -0.003160908733, -0.002109016686, -0.000170129892, -0.000440810367, 0.000006081118]
6;-1;7;2P;-37,708843613;0,414;2;1;2;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[18.920161, 9.204405, 7.499563, 5.079154, 3.263494, 2.347924, 1.219231, 0.842734, 0.392560];[-0.000176918117, 0.018167128844, 0.043710371364, -0.271501992497, -0.551311358301, 0.093847777685, 1.042380330115, 0.620478705159, 0.003123007810]
6;-1;7;2P;-37,708843613;0,414;2;1;2;1;3;[3, 2, 3, 2, 2, 2, 2, 2];[14.841621, 6.932628, 2.773007, 2.199863, 1.282317, 0.793656, 0.523330, 0.392560];[0.000082618824, 0.010748241286, -0.133069133418, 0.656187794858, 0.680781184274, 0.522192187462, 0.203314705586, 0.008865328853]
7;-1;8;3P;-54,321958875;0,5346;2;1;1;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[21.938661, 10.856681, 8.909576, 6.067777, 4.082589, 2.595892, 1.388357, 0.965463, 0.432913];[-0.000718137647, -0.294284124458, -0.190473777912, -0.949155230662, -0.015527074965, -0.001989374218, -0.000214394776, -0.000423132698, 0.000001414214]
7;-1;8;3P;-54,321958875;0,5346;2;1;2;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[21.938661, 10.856681, 8.909576, 6.067777, 4.082589, 2.595892, 1.388357, 0.965463, 0.432913];[-0.000175786746, 0.021053255882, 0.042071156424, -0.259285025795, -0.545376752508, 0.151135447776, 1.192101422907, 0.385967024022, 0.002201223410]
7;-1;8;3P;-54,321958875;0,5346;2;1;2;1;4;[3, 2, 3, 2, 2, 2, 2, 2];[17.323397, 8.244327, 3.261863, 2.599742, 1.481225, 0.888860, 0.570116, 0.432913];[0.000098200000, 0.011317400000, -0.210909200000, 0.922488400000, 0.789650000000, 0.555845800000, 0.195829200000, 0.004585200000]
8;-1;9;1D;-74,789745929;0,5004;2;1;1;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[25.016765, 12.463538, 10.294654, 7.040394, 4.924651, 2.933290, 1.571277, 1.086933, 0.509457];[-0.000659023520, -0.278464872971, -0.179911723922, -0.961437251187, -0.027605873002, -0.002295410033, -0.000143966941, -0.000448729963, 0.000006081118]
8;-1;9;1D;-74,789745929;0,5004;2;1;2;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[25.016765, 12.463538, 10.294654, 7.040394, 4.924651, 2.933290, 1.571277, 1.086933, 0.509457];[-0.000173099740, 0.019275589434, 0.036801655270, -0.230735165241, -0.550442324067, 0.197982827664, 1.235735285318, 0.275175412225, 0.001724350597]
8;-1;9;1D;-74,789745929;0,5004;2;1;2;1;5;[3, 2, 3, 2, 2, 2, 2, 2];[18.936558, 9.868234, 4.069436, 3.277663, 1.941449, 1.183916, 0.739250, 0.509457];[0.000153841477, 0.009736958008, -0.175894920887, 0.867535119469, 0.832715516136, 0.676615834234, 0.314268397505, 0.019145884844]
9;-1;10;1S;-99,459453907;0,6404;2;1;1;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[27.859461, 14.198763, 11.780767, 8.031062, 5.581766, 3.381103, 1.822975, 1.273691, 0.601642];[-0.000641063008, -0.250570500403, -0.162216376723, -0.997641118384, -0.034052424104, -0.002390162342, -0.000341815418, -0.000457498087, 0.000001414214]
9;-1;10;1S;-99,459453907;0,6404;2;1;2;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1];[27.859461, 14.198763, 11.780767, 8.031062, 5.581766, 3.381103, 1.822975, 1.273691, 0.601642];[-0.000164331616, 0.023437619948, 0.037362532368, -0.244042066335, -0.562072674983, 0.183831641074, 1.224070569013, 0.312507963266, 0.001898298865]
9;-1;10;1S;-99,459453907;0,6404;2;1;2;1;6;[3, 2, 3, 2, 2, 2, 2, 2];[21.725428, 11.133649, 4.578593, 3.691125, 2.175263, 1.339077, 0.854546, 0.601642];[0.000144764844, 0.010073036669, -0.233530677842, 1.062952399646, 0.909087946402, 0.697696246753, 0.313407558559, 0.018916674437]
11;-1;12;4S;-161,85512594;0,189;3;0;1;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1];[33.336556, 17.598737, 14.711404, 9.861039, 6.404866, 4.829528, 2.472014, 1.193509, 0.391524, 0.278296, 0.163409];[-0.000637527474, -0.241016073575, -0.161562727214, -1.019074090607, -0.021389980131, -0.002240679968, -0.001444619154, 0.000036628131, -0.000007495332, 0.000009758074, -0.000007353911]
11;-1;12;4S;-161,85512594;0,189;3;0;2;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1];[33.336556, 17.598737, 14.711404, 9.861039, 6.404866, 4.829528, 2.472014, 1.193509, 0.391524, 0.278296, 0.163409];[-0.000142411306, 0.042722260348, 0.051368620647, -0.361436924097, -0.707573188819, -0.023372566124, 1.894677770947, 0.004953565845, -0.000325127698, 0.000319895108, -0.000230658232]
11;-1;12;4S;-161,85512594;0,189;3;0;3;0;2;[2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1];[33.336556, 17.598737, 14.711404, 9.861039, 6.404866, 4.829528, 2.472014, 1.193509, 0.391524, 0.278296, 0.163409];[0.000015980613, -0.003827144742, -0.004789092808, 0.032992329618, 0.076088225190, -0.012738811506, -0.103657045796, -0.444610217812, 1.102165218515, 0.381226014475, 0.230276252940]
11;-1;12;4S;-161,85512594;0,189;3;0;2;1;6;[3, 2, 3, 2, 2, 2, 2, 2];[30.043629, 13.641469, 5.586447, 4.513905, 2.629663, 1.869157, 0.632847, 0.163409];[0.000095775049, 0.010240091870, -0.344052879782, 1.395457894882, 1.176040197142, 0.374870890031, 0.003127508504, 0.000060012499]
13;-1;14;2D;-241,878265202;0,2199;3;1;1;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[36.399566, 20.293399, 17.130849, 9.373457, 8.282543, 5.554571, 3.854464, 2.087410, 0.811882, 0.524197, 0.200917];[-0.000829011990, -0.388277141876, -0.273862032089, 0.464031046979, -1.201914085131, 0.003698451308, -0.002118067652, 0.000548573441, -0.000074246212, 0.000040587929, -0.000004525483]
13;-1;14;2D;-241,878265202;0,2199;3;1;2;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[36.399566, 20.293399, 17.130849, 9.373457, 8.282543, 5.554571, 3.854464, 2.087410, 0.811882, 0.524197, 0.200917];[-0.000216657518, 0.025385557709, 0.035725438749, 0.272906730828, -0.802146033797, 0.532933370216, 1.003418180786, 0.043392173313, -0.001148907098, 0.000770746391, -0.000059679812]
13;-1;14;2D;-241,878265202;0,2199;3;1;3;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[36.399566, 20.293399, 17.130849, 9.373457, 8.282543, 5.554571, 3.854464, 2.087410, 0.811882, 0.524197, 0.200917];[0.000050770267, 0.000605283405, -0.002295410033, -0.016116094914, 0.264317646178, 0.039243436406, 0.017332177156, -1.333577650631, 1.645033863270, 0.386608369872, 0.003407689000]
13;-1;14;2D;-241,878265202;0,2199;3;1;2;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[35.478457, 15.221279, 9.147023, 7.667927, 4.286887, 2.732141, 2.504351, 1.009121, 0.590791, 0.334303, 0.200917];[-0.000113411375, -0.010929133334, 0.339153900296, 0.243593426655, 1.161057158283, -0.561983002401, 1.392960640090, 0.002538161271, -0.000011512602, 0.000145989589, -0.000007593418]
13;-1;14;2D;-241,878265202;0,2199;3;1;3;1;2;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[35.478457, 15.221279, 9.147023, 7.667927, 4.286887, 2.732141, 2.504351, 1.009121, 0.590791, 0.334303, 0.200917];[0.000009899495, 0.000903116781, -0.028688877748, -0.024387971462, -0.082053095153, 0.007345708086, -0.191500779801, 0.467595147999, 0.687618918297, 0.432798281875, 0.035288729601]
14;-1;15;2P;-288,889660201;0,2996;3;1;1;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[39.830960, 22.047483, 18.652077, 10.310938, 9.137493, 6.065377, 4.354530, 2.503308, 1.029187, 0.720996, 0.351588];[-0.000735815317, -0.356999687623, -0.250447180980, 0.474078044390, -1.262136531207, 0.004281814403, -0.002773414217, 0.000960392430, -0.000130390490, 0.000084145707, -0.000009758074]
14;-1;15;2P;-288,889660201;0,2996;3;1;2;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[39.830960, 22.047483, 18.652077, 10.310938, 9.137493, 6.065377, 4.354530, 2.503308, 1.029187, 0.720996, 0.351588];[-0.000197848477, 0.028484382467, 0.036670557672, 0.252019079355, -0.808611535362, 0.481648612432, 1.033477007212, 0.069925223906, -0.000881762156, 0.001210566809, -0.000087256977]
14;-1;15;2P;-288,889660201;0,2996;3;1;3;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[39.830960, 22.047483, 18.652077, 10.310938, 9.137493, 6.065377, 4.354530, 2.503308, 1.029187, 0.720996, 0.351588];[0.000053315851, 0.002616153669, -0.000502470079, 0.000362038672, 0.316848467531, 0.118822930617, 0.018433708100, -1.563118653940, 1.325823234826, 0.767815292464, 0.005707624516]
14;-1;15;2P;-288,889660201;0,2996;3;1;2;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[37.700775, 16.610892, 9.943042, 8.449657, 4.852901, 3.316241, 3.064639, 1.259502, 0.787892, 0.501857, 0.351588];[-0.000123699232, -0.010189387432, 0.326952991887, 0.210372222018, 1.100425673527, -0.462879586796, 1.388074153002, 0.003818019662, -0.000664056669, 0.000246173719, -0.000079853366]
14;-1;15;2P;-288,889660201;0,2996;3;1;3;1;3;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[37.700775, 16.610892, 9.943042, 8.449657, 4.852901, 3.316241, 3.064639, 1.259502, 0.787892, 0.501857, 0.351588];[0.000016281278, 0.001341819761, -0.044844873869, -0.035489721047, -0.127078489290, -0.022608285986, -0.288957516611, 0.671166050626, 0.841972241015, 0.432914667817, 0.026491543897]
15;-1;16;3P;-340,698873531;0,3879;3;1;1;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[44.369160, 23.598828, 20.043622, 11.349839, 10.158832, 6.412656, 4.806833, 2.815498, 1.215465, 0.851087, 0.392984];[-0.000574453549, -0.336041042629, -0.230023957240, 0.445044947062, -1.274132032065, 0.002624356108, -0.002674984953, 0.001083004746, -0.000136047345, 0.000089236876, -0.000008768124]
15;-1;16;3P;-340,698873531;0,3879;3;1;2;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[44.369160, 23.598828, 20.043622, 11.349839, 10.158832, 6.412656, 4.806833, 2.815498, 1.215465, 0.851087, 0.392984];[-0.000161361767, 0.035659960661, 0.041134381361, 0.224701281656, -0.806646061353, 0.492719500463, 1.012057894282, 0.078790787307, 0.000034648232, 0.001181292589, -0.000044830570]
15;-1;16;3P;-340,698873531;0,3879;3;1;3;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[44.369160, 23.598828, 20.043622, 11.349839, 10.158832, 6.412656, 4.806833, 2.815498, 1.215465, 0.851087, 0.392984];[0.000049497475, 0.005683582886, 0.002062771902, 0.020820193487, 0.325571902470, 0.190623684550, -0.094496194603, -1.679470104936, 1.417505285861, 0.774653439302, 0.006130757214]
15;-1;16;3P;-340,698873531;0,3879;3;1;2;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[40.124946, 17.826226, 10.634247, 9.184590, 5.316114, 3.626602, 3.365483, 1.602892, 0.997613, 0.605218, 0.392984];[-0.000121004793, -0.009874383051, 0.322773182590, 0.174647393916, 1.230509745501, -0.421873413859, 1.243735275469, 0.004609449798, 0.000519781723, 0.000518312030, -0.000003429286]
15;-1;16;3P;-340,698873531;0,3879;3;1;3;1;4;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[40.124946, 17.826226, 10.634247, 9.184590, 5.316114, 3.626602, 3.365483, 1.602892, 0.997613, 0.605218, 0.392984];[0.000023400000, 0.001781800000, -0.061586800000, -0.045539600000, -0.131386200000, 0.063358000000, -0.524364600000, 0.732593600000, 0.994903600000, 0.577311800000, 0.042133200000]
16;-1;17;1D;-397,538430165;0,3809;3;1;1;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[46.571054, 25.187097, 21.415230, 12.310795, 11.127747, 6.428186, 5.028365, 2.996013, 1.443579, 1.005833, 0.464283];[-0.000573887864, -0.327527194141, -0.223688421902, 0.409647605859, -1.255661837255, -0.000034223968, -0.001066599869, 0.000490873527, -0.000005515433, 0.000026587215, -0.000000989949]
16;-1;17;1D;-397,538430165;0,3809;3;1;2;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[46.571054, 25.187097, 21.415230, 12.310795, 11.127747, 6.428186, 5.028365, 2.996013, 1.443579, 1.005833, 0.464283];[-0.000154149278, 0.044653651811, 0.047920485140, 0.218271559694, -0.812328795711, 0.772825709694, 0.762280343424, 0.038148410845, 0.003346170710, 0.000369534004, 0.000064770981]
16;-1;17;1D;-397,538430165;0,3809;3;1;3;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[46.571054, 25.187097, 21.415230, 12.310795, 11.127747, 6.428186, 5.028365, 2.996013, 1.443579, 1.005833, 0.464283];[0.000052184480, 0.002389738078, -0.000868751391, 0.012371681665, 0.302723585313, 0.206916980423, -0.376803485823, -1.537396937667, 1.333792752514, 0.966718207472, 0.007461673598]
16;-1;17;1D;-397,538430165;0,3809;3;1;2;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[42.238912, 19.367238, 11.466335, 9.996813, 5.755231, 3.903857, 3.629279, 1.858377, 1.154252, 0.704989, 0.464283];[-0.000133497191, -0.008936473429, 0.309499397674, 0.156371016098, 1.373817877750, -0.372628382172, 1.074375840011, 0.004911226934, 0.001633319760, 0.000843359318, 0.000055358468]
16;-1;17;1D;-397,538430165;0,3809;3;1;3;1;5;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[42.238912, 19.367238, 11.466335, 9.996813, 5.755231, 3.903857, 3.629279, 1.858377, 1.154252, 0.704989, 0.464283];[0.000032422986, 0.002026548408, -0.074837393891, -0.054292848528, -0.139432031198, 0.197607364555, -0.781192037799, 0.878555580496, 1.113680588005, 0.618926622055, 0.043232138277]
17;-1;18;1S;-459,576925241;0,4783;3;1;1;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[50.991930, 26.778785, 22.840430, 13.082044, 11.776618, 6.686253, 5.259265, 3.223617, 1.606335, 1.129735, 0.548276];[-0.000477155656, -0.320120392029, -0.216186584639, 0.433205716803, -1.290590649504, 0.001249599104, -0.002189768280, 0.001330350698, -0.000146512525, 0.000095176573, -0.000007212489]
17;-1;18;1S;-459,576925241;0,4783;3;1;2;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[50.991930, 26.778785, 22.840430, 13.082044, 11.776618, 6.686253, 5.259265, 3.223617, 1.606335, 1.129735, 0.548276];[-0.000135623081, 0.042085157139, 0.044217932612, 0.219690157319, -0.817557567515, 0.991326513407, 0.559566122865, 0.025932151251, 0.004805921949, 0.000312824040, 0.000082307229]
17;-1;18;1S;-459,576925241;0,4783;3;1;3;0;2;[2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1];[50.991930, 26.778785, 22.840430, 13.082044, 11.776618, 6.686253, 5.259265, 3.223617, 1.606335, 1.129735, 0.548276];[0.000049356053, -0.005913534011, -0.007853835019, -0.018674831512, 0.313401746237, 0.153984946683, -0.560257956140, -1.352559790751, 1.363432406039, 0.976795751896, 0.007311342696]
17;-1;18;1S;-459,576925241;0,4783;3;1;2;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[44.014044, 20.735588, 12.212935, 10.853501, 6.290925, 4.135144, 3.807468, 2.067738, 1.288075, 0.805822, 0.548276];[-0.000145989589, -0.008549698998, 0.293300187158, 0.119059408540, 1.459066979370, -0.439003430477, 1.094281863354, 0.002147222709, 0.000446541980, -0.000063196835, 0.000014941887]
17;-1;18;1S;-459,576925241;0,4783;3;1;3;1;6;[2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2];[44.014044, 20.735588, 12.212935, 10.853501, 6.290925, 4.135144, 3.807468, 2.067738, 1.288075, 0.805822, 0.548276];[0.000042376173, 0.002318197093, -0.084550997043, -0.053862074903, -0.163123524472, 0.399778281532, -1.068075507443, 1.046967029585, 1.199589591529, 0.627390257309, 0.041535017772]
19;-1;20;2P;-599,161916516;0,1596;4;0;1;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[49.991524, 27.435790, 20.244148, 13.647317, 7.416191, 5.499569, 5.499062, 2.240122, 1.788620, 0.934075, 0.304652, 0.236660, 0.143670];[-0.002666641093, 0.021452629792, 1.151956566776, -0.123293542531, -0.378024234970, -0.141304825040, 0.796562860074, -0.008780710587, 0.014615190060, -0.000623668181, -0.000221465844, 0.000285812561, 0.000005091169]
19;-1;20;2P;-599,161916516;0,1596;4;0;2;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[49.991524, 27.435790, 20.244148, 13.647317, 7.416191, 5.499569, 5.499062, 2.240122, 1.788620, 0.934075, 0.304652, 0.236660, 0.143670];[0.002132209788, -0.012746731102, -0.225162315277, 0.135632697284, 1.789513173494, 0.472634698028, -1.008541310838, 0.020471589843, -0.027584518377, 0.000626779451, 0.000086267027, -0.000126996378, 0.000004949747]
19;-1;20;2P;-599,161916516;0,1596;4;0;3;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[49.991524, 27.435790, 20.244148, 13.647317, 7.416191, 5.499569, 5.499062, 2.240122, 1.788620, 0.934075, 0.304652, 0.236660, 0.143670];[0.000653932351, -0.004211527989, -0.072338155086, 0.056392472906, 0.346852846735, 1.058084323197, -0.133113417244, -0.890432133805, -1.140694477072, -0.019459578618, -0.004528594669, 0.006030630894, 0.000018950462]
19;-1;20;2P;-599,161916516;0,1596;4;0;4;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[49.991524, 27.435790, 20.244148, 13.647317, 7.416191, 5.499569, 5.499062, 2.240122, 1.788620, 0.934075, 0.304652, 0.236660, 0.143670];[0.000054022958, -0.000353694812, -0.009644370810, 0.009511434735, 0.031622946626, 0.185466189109, 0.002050326823, -0.033154681335, -0.118262194940, -0.655726705409, -0.567505376383, 1.985233400880, 0.261227165281]
19;-1;20;2P;-599,161916516;0,1596;4;0;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[46.062507, 24.192699, 13.842159, 9.350886, 7.517371, 5.428016, 2.596674, 2.165503, 1.542162, 0.604923, 0.143670];[0.000241029791, 0.007439835196, -0.165233269987, 0.220352912924, -1.883738935260, -0.688469263841, 0.008865193277, -0.017308584420, 0.001748445778, -0.000040416581, 0.000007838367]
19;-1;20;2P;-599,161916516;0,1596;4;0;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[46.062507, 24.192699, 13.842159, 9.350886, 7.517371, 5.428016, 2.596674, 2.165503, 1.542162, 0.604923, 0.143670];[0.000092345763, 0.002658186269, -0.029169748602, 0.164764682599, -0.510470723008, -0.838624944665, -0.351242377126, 2.166524687697, 1.039966632849, 0.010720926706, 0.000254257035]
21;-1;22;1S;-759,688773345;0,2412;3;2;1;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[55.382936, 30.410195, 22.329140, 15.370662, 8.591628, 6.585295, 6.585295, 2.786635, 1.829409, 1.328337, 0.364821, 0.286519, 0.179063];[-0.002285793381, 0.018406555200, 1.153193579379, -0.113551449564, -0.339175364147, -0.103282137780, 0.729675932586, 0.002560575076, -0.003928543855, 0.001064337127, 0.000106490281, -0.000137602980, -0.000003959798]
21;-1;22;1S;-759,688773345;0,2412;3;2;2;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[55.382936, 30.410195, 22.329140, 15.370662, 8.591628, 6.585295, 6.585295, 2.786635, 1.829409, 1.328337, 0.364821, 0.286519, 0.179063];[0.002079176779, -0.012470818036, -0.213082244449, 0.104125009064, 1.702557707027, 0.570571108543, -1.026194938737, 0.009892848133, -0.008746486619, 0.002270519874, 0.000171261262, -0.000225991327, -0.000003818377]
21;-1;22;1S;-759,688773345;0,2412;3;2;3;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[55.382936, 30.410195, 22.329140, 15.370662, 8.591628, 6.585295, 6.585295, 2.786635, 1.829409, 1.328337, 0.364821, 0.286519, 0.179063];[0.000655770829, -0.004244903429, -0.073449585525, 0.051470019760, 0.258992283588, 1.123387897182, -0.267412793981, -1.287083965554, -0.660725243245, 0.021463094972, 0.001237295446, -0.001832537934, 0.000048224682]
21;-1;22;1S;-759,688773345;0,2412;3;2;4;0;2;[1, 3, 1, 3, 2, 2, 1, 2, 1, 1, 2, 1, 1];[55.382936, 30.410195, 22.329140, 15.370662, 8.591628, 6.585295, 6.585295, 2.786635, 1.829409, 1.328337, 0.364821, 0.286519, 0.179063];[0.000090792511, -0.000598353758, -0.011529093225, 0.009120970371, 0.022248690606, 0.215592473522, -0.026228428992, -0.156480750778, 0.173871193533, -0.807677164461, -0.594529159082, 1.999852692159, 0.235196443345]
21;-1;22;1S;-759,688773345;0,2412;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[54.243471, 26.893549, 14.561742, 10.907417, 8.549329, 6.370362, 2.639554, 2.283652, 1.549144, 0.663979, 0.179063];[0.000164360762, 0.006494577104, -0.270865065655, -0.023171928018, -1.453822131933, -0.779769095024, 0.011854550559, -0.019850419927, 0.000345133105, -0.000021555510, 0.000002939388]
21;-1;22;1S;-759,688773345;0,2412;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[54.243471, 26.893549, 14.561742, 10.907417, 8.549329, 6.370362, 2.639554, 2.283652, 1.549144, 0.663979, 0.179063];[0.000064911478, 0.002481333109, -0.032600014038, 0.153461757130, -0.518460713600, -0.906625474364, -0.842728819780, 3.456554584458, 0.227907384240, 0.007558635448, 0.000118800253]
21;-1;22;1S;-759,688773345;0,2412;3;2;3;2;2;[3, 4, 3, 3, 3, 3, 3, 3, 3];[17.759059, 13.669684, 6.574908, 4.202261, 2.616004, 1.568423, 0.934889, 0.546028, 0.179063];[0.001757301773, 0.007482886801, 0.043725786292, 0.245744355200, 0.430189764960, 0.525217986705, 0.383538253649, 0.113568844390, 0.000716299169]
22;-1;23;2S;-848,372549024;0,2511;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[53.362122, 31.101929, 23.254666, 15.554931, 9.215081, 8.297459, 7.042452, 2.986466, 1.953684, 1.394125, 0.366573, 0.286915, 0.178451];[0.003586728437, -0.021804486126, -1.188477783497, 0.100565150684, 0.184535070900, -0.456593132169, -0.001540219991, 0.002008183259, -0.002951322283, 0.000763251060, 0.000074104791, -0.000095459415, -0.000002404163]
22;-1;23;2S;-848,372549024;0,2511;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[53.362122, 31.101929, 23.254666, 15.554931, 9.215081, 8.297459, 7.042452, 2.986466, 1.953684, 1.394125, 0.366573, 0.286915, 0.178451];[0.003965030565, -0.018166138894, -0.229510032032, 0.084099886442, 1.522998970810, -0.751441952103, 0.469976825059, 0.015985563002, -0.017199382503, 0.004408527938, 0.000432183665, -0.000546593542, -0.000018809040]
22;-1;23;2S;-848,372549024;0,2511;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[53.362122, 31.101929, 23.254666, 15.554931, 9.215081, 8.297459, 7.042452, 2.986466, 1.953684, 1.394125, 0.366573, 0.286915, 0.178451];[0.001496096528, -0.007078280301, -0.083707442178, 0.046633833641, 0.180378131555, -0.177205626270, 1.143445970979, -1.255360326923, -0.708012726395, 0.019450103387, 0.001107187798, -0.001591555943, 0.000031961227]
22;-1;23;2S;-848,372549024;0,2511;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1, 1];[53.362122, 31.101929, 23.254666, 15.554931, 9.215081, 8.297459, 7.042452, 2.986466, 1.953684, 1.394125, 0.366573, 0.286915, 0.178451];[0.000228395490, -0.001082721903, -0.012758751917, 0.007689503403, 0.011093656869, -0.016628181645, 0.207914849513, -0.165272633652, 0.139017334603, -0.712001374326, -0.607772703408, 1.991051475475, 0.227953124321]
22;-1;23;2S;-848,372549024;0,2511;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2];[49.052804, 29.000740, 15.647648, 11.743528, 9.150376, 6.821285, 2.718281, 2.335949, 1.201431, 0.296940, 0.178451];[-0.000442622797, -0.007032485052, 0.235995109473, 0.003031243557, 1.473294595592, 0.809958076308, -0.015519477112, 0.024276402943, -0.000115860865, 0.000012002500, -0.000007348469]
