Element name;Symbol;clasificacion;Possible hybridization;Z;Q;N;Complete electronic configuration;Special configuration;Config;Energy;Ionization;Valence_n;Valence_l;n;l;mz;N_list;A_list;C_list
Iron;Fe;Transition metal;sp3d;26;0;26;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^6;No special;3P;-1262,443664689;0,2904;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[53.958628, 35.552297, 18.139253, 14.420001, 10.398009, 8.220976, 3.526362, 3.043306, 1.742634, 0.718583];[0.000393143104, 0.003249003195, -0.046103561092, 0.110584908877, -0.772691784310, -0.724464025713, -1.171656835247, 3.980685131966, 0.070842427698, 0.001010904417]
Iron;Fe;Transition metal;sp3d;26;0;26;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^6;No special;3P;-1262,443664689;0,2904;3;2;3;2;6;[3, 4, 3, 3, 3, 3, 3, 3];[23.292198, 18.020857, 7.891984, 5.208309, 3.309121, 2.122232, 1.404987, 0.718583];[0.003932410833, 0.017063390497, 0.240444852539, 0.721683854855, 0.944502179205, 0.701833679878, 0.218468275516, 0.000777712993]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[67.880489, 38.904351, 28.510966, 20.112028, 11.806173, 9.803070, 8.992577, 3.918210, 2.729885, 1.879157, 0.777145, 0.731328];[0.002336139384, -0.015114124605, -1.177231108720, 0.091439937673, 0.257910834477, -0.551562098366, 0.025326867846, -0.001778656397, 0.002736220400, -0.000537259732, -0.000027152900, 0.000063356768]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[67.880489, 38.904351, 28.510966, 20.112028, 11.806173, 9.803070, 8.992577, 3.918210, 2.729885, 1.879157, 0.777145, 0.731328];[0.002451539210, -0.012186419688, -0.191792390638, 0.060190060585, 1.732757813387, -1.026163260353, 0.536142362210, 0.014962520911, -0.015146651517, 0.002751918171, 0.000102954747, -0.000249043008]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[67.880489, 38.904351, 28.510966, 20.112028, 11.806173, 9.803070, 8.992577, 3.918210, 2.729885, 1.879157, 0.777145, 0.731328];[-0.001239275345, 0.006425762163, 0.071640240693, -0.021207405160, -0.333058749069, 0.258084924166, -1.235605601935, 1.154816248021, 0.880629371076, 0.009339749209, 0.000601606449, -0.001233618490]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[67.880489, 38.904351, 28.510966, 20.112028, 11.806173, 9.803070, 8.992577, 3.918210, 2.729885, 1.879157, 0.777145, 0.731328];[0.000307732871, -0.001598202747, -0.015777956451, 0.003914260298, 0.051831351325, -0.040493601195, 0.311939025150, -0.220325704894, 0.184976729795, -1.063514761855, 0.726014675094, 1.151302210161]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[55.920505, 37.045603, 18.633841, 14.903522, 10.432654, 8.406347, 3.670304, 3.170172, 1.761172, 0.731328];[0.000876182481, 0.007055510255, -0.494521850344, -0.422895096030, -1.212223814673, -0.416801745346, 0.016559040559, -0.027747329908, 0.000144029997, -0.000007838367]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[55.920505, 37.045603, 18.633841, 14.903522, 10.432654, 8.406347, 3.670304, 3.170172, 1.761172, 0.731328];[0.000374526982, 0.003041286465, -0.059738890694, 0.092030758922, -0.960484609879, -0.511325594929, -1.258432213926, 4.073122751134, 0.058256949400, 0.000809066462]
Cobalt;Co;Transition metal;sp3d;27;0;27;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^7;No special;1D;-1381,414552237;0,289;3;2;3;2;7;[3, 4, 3, 3, 3, 3, 3, 3];[24.172555, 18.786883, 8.199042, 5.406704, 3.442626, 2.205849, 1.453653, 0.731328];[0.004343265352, 0.018375007430, 0.288386892906, 0.802431502584, 1.001809236157, 0.735072790805, 0.234647450576, 0.000979457135]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[69.226787, 40.178379, 29.523561, 20.825217, 12.335507, 10.337108, 9.378273, 4.099637, 2.864936, 1.935115, 0.792121, 0.743304];[0.002497218308, -0.015148065731, -1.184307126280, 0.087548446214, 0.240304441311, -0.521545981190, 0.020230749274, -0.001381403808, 0.002083843684, -0.000373069538, -0.000019233304, 0.000044264885]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[69.226787, 40.178379, 29.523561, 20.825217, 12.335507, 10.337108, 9.378273, 4.099637, 2.864936, 1.935115, 0.792121, 0.743304];[0.002626194585, -0.012323881247, -0.189920396145, 0.055638979920, 1.734219544525, -1.023834050616, 0.531197988753, 0.014588744267, -0.014230665393, 0.002403880213, 0.000097297893, -0.000229809704]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[69.226787, 40.178379, 29.523561, 20.825217, 12.335507, 10.337108, 9.378273, 4.099637, 2.864936, 1.935115, 0.792121, 0.743304];[-0.001380131016, 0.006741273209, 0.071091950095, -0.016928702027, -0.348025795463, 0.254030798147, -1.244388009578, 1.114951547597, 0.935019176157, 0.010959589423, 0.000608677517, -0.001231355749]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[69.226787, 40.178379, 29.523561, 20.825217, 12.335507, 10.337108, 9.378273, 4.099637, 2.864936, 1.935115, 0.792121, 0.743304];[0.000343653896, -0.001682065611, -0.015445192000, 0.002599324528, 0.055819433571, -0.040823254377, 0.306060563635, -0.219537987939, 0.147332203243, -1.014270997086, 0.679217358366, 1.188382041238]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[57.991635, 38.657440, 19.286668, 15.489265, 10.586878, 8.440193, 3.827276, 3.303890, 1.779584, 0.743304];[0.000886715287, 0.006852692504, -0.528881577813, -0.477613267599, -1.281914492294, -0.261633428712, 0.015592471907, -0.026460612946, 0.000112921477, -0.000010042908]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[57.991635, 38.657440, 19.286668, 15.489265, 10.586878, 8.440193, 3.827276, 3.303890, 1.779584, 0.743304];[0.000397797134, 0.003042756158, -0.070995520807, 0.071338694320, -1.132757223489, -0.316287178700, -1.326791103974, 4.147221775445, 0.049980123559, 0.000585672997]
Nickel;Ni;Transition metal;sp3d;28;0;28;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^8;No special;1S;-1506,870907385;0,2805;3;2;3;2;8;[3, 4, 3, 3, 3, 3, 3, 3];[25.058793, 19.533825, 8.512016, 5.601915, 3.574636, 2.291306, 1.503687, 0.743304];[0.004735352692, 0.019632112673, 0.337360079619, 0.879534486936, 1.051530574707, 0.764082334345, 0.248796935174, 0.001143533087]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[70.189946, 41.413051, 30.509673, 21.267318, 12.847734, 11.192606, 9.712223, 4.300548, 2.962479, 1.808143, 0.734806, 0.690642];[0.002857701345, -0.015842868854, -1.198134316543, 0.084674905676, 0.192039736590, -0.450899225524, 0.006570011947, 0.000176493853, -0.000196858528, 0.000033092597, 0.000003111270, -0.000006929646]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[70.189946, 41.413051, 30.509673, 21.267318, 12.847734, 11.192606, 9.712223, 4.300548, 2.962479, 1.808143, 0.734806, 0.690642];[0.002973525436, -0.012899749009, -0.192085557109, 0.054565167562, 1.709532608316, -0.964345298536, 0.486618724576, 0.011821411168, -0.009106828235, 0.001441932148, 0.000110591501, -0.000245083210]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[70.189946, 41.413051, 30.509673, 21.267318, 12.847734, 11.192606, 9.712223, 4.300548, 2.962479, 1.808143, 0.734806, 0.690642];[0.001545735424, -0.006992861802, -0.070662170593, 0.013601340357, 0.363546082204, -0.214481608768, 1.258549944192, -0.931392991162, -1.161222211194, -0.010678726609, -0.000440386103, 0.000202939646]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;4;0;1;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[70.189946, 41.413051, 30.509673, 21.267318, 12.847734, 11.192606, 9.712223, 4.300548, 2.962479, 1.808143, 0.734806, 0.690642];[0.000248000000, -0.001128500000, -0.009039400000, 0.000044400000, 0.041159500000, -0.027386200000, 0.169373800000, -0.156365300000, 0.002482000000, -0.402875500000, 0.664338300000, 0.535954200000]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[60.062765, 40.162787, 19.924473, 16.048602, 10.881331, 8.741628, 3.948760, 3.385906, 1.798822, 0.690642];[0.000877407226, 0.006641546489, -0.555663563814, -0.518153792536, -1.261957519564, -0.214938070899, 0.019053600913, -0.031225360394, 0.000047030203, -0.000020575714]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[60.062765, 40.162787, 19.924473, 16.048602, 10.881331, 8.741628, 3.948760, 3.385906, 1.798822, 0.690642];[0.000378691114, 0.002865168152, -0.076186724419, 0.059511578046, -1.207977379255, -0.211128869400, -1.510145209180, 4.306750673719, 0.055010150745, 0.000215065199]
Copper;Cu;Transition metal;sp3d;29;0;29;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^9;No special;2P;-1638,96374119;0,2838;4;0;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[26.287704, 20.461389, 8.922963, 5.814383, 3.626597, 2.200138, 1.349920, 0.690642];[0.004798123894, 0.020145289834, 0.372575126732, 0.992127301001, 1.167847797338, 0.879647614451, 0.354468557306, 0.003707138101]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;1;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[72.171558, 42.777264, 31.527672, 22.081772, 13.336452, 11.561129, 10.027114, 4.420748, 3.230588, 2.015129, 0.818486, 0.764862];[0.002795758791, -0.015218210723, -1.201315872794, 0.082156898428, 0.193303619251, -0.447930508414, 0.007373568093, -0.000174655375, 0.000307167186, -0.000036910974, -0.000003111270, 0.000006505382]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;2;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[72.171558, 42.777264, 31.527672, 22.081772, 13.336452, 11.561129, 10.027114, 4.420748, 3.230588, 2.015129, 0.818486, 0.764862];[0.002933220350, -0.012448897726, -0.188822400736, 0.052612421476, 1.747636330013, -0.988879075416, 0.475023587578, 0.013674172356, -0.012933407292, 0.001340533036, 0.000064770981, -0.000146795368]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;3;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[72.171558, 42.777264, 31.527672, 22.081772, 13.336452, 11.561129, 10.027114, 4.420748, 3.230588, 2.015129, 0.818486, 0.764862];[-0.001662125200, 0.007354193367, 0.069129163092, -0.006889765633, -0.417356766831, 0.217822829731, -1.261152945675, 0.946763654107, 1.169390850152, 0.027884897337, 0.001328936485, -0.002804526916]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;4;0;2;[1, 3, 1, 3, 2, 1, 2, 2, 1, 1, 2, 1];[72.171558, 42.777264, 31.527672, 22.081772, 13.336452, 11.561129, 10.027114, 4.420748, 3.230588, 2.015129, 0.818486, 0.764862];[0.000408142034, -0.001814153158, -0.014489042211, -0.000275205959, 0.072213987135, -0.034040403289, 0.296519430415, -0.185709716685, 0.007795427999, -0.898958144530, 0.593785282748, 1.257869141783]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;2;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[62.133895, 41.854760, 20.683667, 16.687144, 11.270401, 9.043064, 4.115574, 3.555618, 1.819362, 0.764862];[0.000922232888, 0.006589617306, -0.560480975291, -0.534564149067, -1.259666756757, -0.196393229005, 0.017771537982, -0.029783345783, 0.000058297856, -0.000006123724]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;3;1;6;[2, 3, 2, 3, 2, 2, 3, 2, 2, 2];[62.133895, 41.854760, 20.683667, 16.687144, 11.270401, 9.043064, 4.115574, 3.555618, 1.819362, 0.764862];[0.000371587594, 0.002725792186, -0.076744963131, 0.053904940974, -1.267114675268, -0.155315286019, -1.439765490095, 4.252112845415, 0.037683440101, 0.000315004381]
Zinc;Zn;Transition metal;sp3d;30;0;30;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10;Full orbital;1S;-1777,848115134;0,3452;3;2;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[26.840425, 21.076327, 9.261571, 6.082216, 3.860363, 2.445106, 1.590058, 0.764862];[0.005342984335, 0.021141091069, 0.409004565377, 1.018276491201, 1.175358206781, 0.824440571060, 0.253663683649, 0.001025210417]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;1;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[74.163075, 44.111552, 32.554208, 22.941369, 14.638429, 11.507175, 10.651417, 6.419062, 3.758419, 2.128908, 0.715996, 0.645754];[-0.002846104794, 0.015138307657, 1.201182371034, -0.073176359465, -0.165117777267, -0.154078143356, 0.543727355230, -0.000077074639, -0.000250881486, 0.000057841335, 0.000011313708, -0.000018526198]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;2;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[74.163075, 44.111552, 32.554208, 22.941369, 14.638429, 11.507175, 10.651417, 6.419062, 3.758419, 2.128908, 0.715996, 0.645754];[0.003023447175, -0.012771338418, -0.167493231788, 0.018422677234, 1.358559167525, 1.186345008023, -1.334192974952, 0.068065674493, 0.001984424471, 0.000595949595, 0.000099277792, -0.000169988470]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;3;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[74.163075, 44.111552, 32.554208, 22.941369, 14.638429, 11.507175, 10.651417, 6.419062, 3.758419, 2.128908, 0.715996, 0.645754];[0.001503591860, -0.006511322084, -0.071627795614, 0.018277013237, 0.106301200893, 1.228824306482, -0.738234187380, 2.035037618484, -3.212729902247, -0.022742109718, -0.000511945310, 0.000819819602]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;4;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[74.163075, 44.111552, 32.554208, 22.941369, 14.638429, 11.507175, 10.651417, 6.419062, 3.758419, 2.128908, 0.715996, 0.645754];[0.000332198766, -0.001433871131, -0.018525490560, 0.008292665487, -0.022319684127, 0.357630851136, -0.139232860750, 0.406460251333, -0.344279119473, -1.364341179675, -1.125120733060, 3.083719259970]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;2;1;6;[2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2];[65.541676, 44.152054, 22.005072, 17.824611, 12.176581, 10.192581, 6.855667, 4.730498, 3.006855, 0.905335, 0.645754];[-0.000864914828, -0.005984593340, 0.439829643367, 0.379961174666, 1.612356047473, 0.118881085686, 0.006686372151, 0.001984331641, 0.000638092078, 0.000013962092, -0.000011267653]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;3;1;6;[2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2];[65.541676, 44.152054, 22.005072, 17.824611, 12.176581, 10.192581, 6.855667, 4.730498, 3.006855, 0.905335, 0.645754];[0.000411024379, 0.002875211060, -0.042853333152, 0.092741600845, -1.174837497678, 0.139216994480, 1.042910429622, 1.126491918625, 0.529445695301, 0.003737921347, -0.001146361200]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;4;1;1;[2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2];[65.541676, 44.152054, 22.005072, 17.824611, 12.176581, 10.192581, 6.855667, 4.730498, 3.006855, 0.905335, 0.645754];[-0.000021000000, -0.000151300000, 0.002615100000, -0.006086400000, 0.083071900000, -0.000680100000, -0.071525300000, -0.017908100000, -0.207424200000, 0.563406300000, 0.508183100000]
Gallium;Ga;Post-transitional metal;sp;31;0;31;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^1;No special;2S;-1923,261007857;0,2206;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[28.295386, 22.128835, 9.633176, 6.261006, 3.907149, 2.459171, 1.565609, 0.645754];[0.005113086749, 0.020940286438, 0.448716132006, 1.109625205970, 1.281854863998, 0.708449807624, 0.067499132884, -0.000023400855]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;1;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[76.555432, 45.858462, 33.610460, 23.935761, 15.346717, 12.026209, 11.159105, 6.438987, 4.028666, 2.450056, 0.836054, 0.758093];[-0.002556615278, 0.013496829975, 1.195639926662, -0.073054454256, -0.170326608660, -0.157176968114, 0.556458812826, 0.000954876997, -0.000582090302, 0.000146229682, 0.000021354625, -0.000036486710]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;2;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[76.555432, 45.858462, 33.610460, 23.935761, 15.346717, 12.026209, 11.159105, 6.438987, 4.028666, 2.450056, 0.836054, 0.758093];[0.002750362536, -0.011443816147, -0.155998362531, 0.011594429891, 1.318487143392, 1.257004208768, -1.365487541188, 0.066529272879, -0.000607404725, 0.001081449111, 0.000143684098, -0.000261346666]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;3;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[76.555432, 45.858462, 33.610460, 23.935761, 15.346717, 12.026209, 11.159105, 6.438987, 4.028666, 2.450056, 0.836054, 0.758093];[0.001367403093, -0.005832499574, -0.068993540011, 0.017906347863, 0.089561720641, 1.250777850717, -0.741607510990, 2.365285900941, -3.530292406207, -0.034082971117, -0.000185120555, 0.000056851385]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;4;0;2;[1, 3, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1];[76.555432, 45.858462, 33.610460, 23.935761, 15.346717, 12.026209, 11.159105, 6.438987, 4.028666, 2.450056, 0.836054, 0.758093];[0.000271246161, -0.001156119587, -0.020157351590, 0.011661039350, -0.041912905927, 0.416117350065, -0.138007444698, 0.431772552779, -0.157868235704, -1.752728488787, -1.092238429257, 3.166323756990]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;2;1;6;[2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2];[69.491987, 46.214210, 22.646499, 18.407375, 12.503901, 10.373220, 7.108357, 5.035482, 3.291863, 1.061577, 0.758093];[-0.000708882332, -0.005239703509, 0.459265854578, 0.410179059929, 1.580741218210, 0.100971151534, 0.005247786825, 0.002363757602, 0.000422536981, 0.000011757551, -0.000012982296]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;3;1;6;[2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2];[69.491987, 46.214210, 22.646499, 18.407375, 12.503901, 10.373220, 7.108357, 5.035482, 3.291863, 1.061577, 0.758093];[0.000359340145, 0.002626832800, -0.050874432264, 0.077562602807, -1.189306878538, 0.178269699347, 0.973362312304, 1.105293299544, 0.593538554013, 0.004302773682, -0.001168651556]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;4;1;2;[2, 3, 2, 3, 2, 3, 3, 3, 2, 2, 2];[69.491987, 46.214210, 22.646499, 18.407375, 12.503901, 10.373220, 7.108357, 5.035482, 3.291863, 1.061577, 0.758093];[-0.000029557063, -0.000226557013, 0.004867298818, -0.009544244490, 0.149427077793, 0.000127279221, -0.106042258390, 0.010444532844, -0.442859280001, 1.005776099059, 0.552640719050]
Germanium;Ge;Metaloid;sp;32;0;32;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^2;No special;1S;-2075,359731251;0,2897;4;1;3;2;10;[3, 4, 3, 3, 3, 3, 3, 3];[28.893923, 22.744772, 9.975534, 6.535857, 4.150742, 2.687443, 1.649905, 0.758093];[0.005554540710, 0.021714728237, 0.480832856378, 1.116096174746, 1.304789598956, 0.627859161455, 0.038570616849, -0.000124277512]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;1;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[54.206035, 39.953981, 33.575117, 22.687547, 14.286912, 13.481918, 6.115775, 5.148299, 3.641403, 1.809534, 1.278811, 0.859631];[-0.013843453719, 0.028076947539, 1.385578566162, -0.032214512159, 0.074740055401, -0.024779142933, -0.010558801299, 0.014498093177, -0.000183706342, -0.000134491710, 0.000199404112, -0.000149906638]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;2;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[54.206035, 39.953981, 33.575117, 22.687547, 14.286912, 13.481918, 6.115775, 5.148299, 3.641403, 1.809534, 1.278811, 0.859631];[0.066863875808, -0.074431049737, -0.560561022106, 0.146394579651, 1.123900832441, 0.273513569868, -0.058414798301, 0.096347117313, -0.006832914248, 0.000774706189, -0.000805960309, 0.000541219530]
Arsenic;As;Metaloid;sp2;33;0;33;1s^2 2s^2 2p^6 3s^2 3p^6 4s^2 3d^10 4p^3;Half orbital;2D;-2234,238652211;0,3607;4;1;3;0;2;[1, 3, 1, 4, 2, 3, 3, 2, 2, 2, 2, 1];[54.206035, 39.953981, 33.575117, 22.687547, 14.286912, 13.481918, 6.115775, 5.148299, 3.641403, 1.809534, 1.278811, 0.859631];[0.027803155794, -0.031324688985, -0.221944979423, 0.054815341942, 0.593377706399, 0.518009315913, -0.193155692512, -1.465258186693, -0.185973326093, 0.006913241578, -0.007156769154, 0.004385900521]
